id,area,type,cell,safe,spk_youngest,reg_voter,gender,rwdirusa,rwdiril,rwdirlocal,qlife,prim14_party,prim14_rep_gov,prim14_rep_gov_other,gov14_quin_raun,gov14_quin_raun_other,gov14_quin_brady,gov14_quin_brady_other,gov14_quin_dill,gov14_quin_dill_other,gov14_quin_ruth,gov14_quin_ruth_other,fix_deficit_il14,tax_temp_inc1,tax_temp_inc2,cuts_K12,cuts_he,cuts_cops,cuts_parks,cuts_poor,cuts_disable,pen_cuts,tax_sales,tax_services,gamble_exp,tax_pen_ssi,tax_ret_inc,pen_refbill,term_total_yrs,term_leader,term_resp,term_expert,term_fresh,term_lobby,crpt_city_com,crpt_county_com,crpt_city_impact,crpt_state_com,crpt_st_impact,crpt_fed_com,crpt_fed_impact,gun_own,schoolgrd,schoolgrd_tax,gun_conceal_expt,gun_conceal_safe,local_ce,national_ce,news_accurate,say_from,say_from_other,q46_a1,q46_a2,q46_a3,q46_a4,q46_a5,q46_a6,q46_a7,q46_a8,q46_a9,q46_a10,q46_a11,q46_a12,q46,hc_medicaid,hc_ins_quality,hc_ins_cost,hc_get_ins,hc_delayed,hc_condition,abort_leg,lg_coup_rts,education,ideology,party_aff,employ_time,employ_type,retired_type,relig_att_often,relig_type,religion,born_again,zip,age,birth_yr,rac_eth,rac_eth_other,hh_inc,news_loc_tv,news_nat_np,news_npr,news_radio,news_msnbc,news_fox,news_cnn,news_bbc,news_huffpo,news_comedy,news_social,news_oth_dum,news_oth_word,news_no_contact
624457,2,2,1,1, ,1,2,9,2,1,3,3, , ,3, ,3, ,9, ,3, ,8,3,2,2,1,2,1,2,2,2,2,1,2,1, ,2,3,1,2,2,1,3,3,3,3,3,2,2,2,2,1,1,1,2,3,3,2,1, ,11,5,2,3,1,10,7, , , , , , ,2,3, , ,2, ,2,1,1,3,2,4, , ,4, ,1,5,60625, ,1996,4, ,2,1,1,1,0,1,0,1,0,0,1,1,0, ,0
615609,1,2,1,1, ,1,1,1,1,1,3,2, , ,3, ,3, ,3, ,3, ,2,9, ,2,2,2,1,2,2,9,2,3,4,2,9,9,4,3,3,2,2,3,4,3,2,3,4,3,2,2,2, ,9,8,2,3,4,1, ,9,10,7,2,1,11,4,8,88, , , ,TIME MAGAZINE,2,1, , ,2, ,1,1,5,1,1,1,4, ,4, ,1,5,60619,6,1964,2, ,4,1,1,0,1,0,0,1,1,1,1,1,1,TIME MAGAZINE,0
600086,3,2,1,1, ,1,1,2,2,2,4,9, , ,1, ,1, ,1, ,1, ,3,9, ,2,2,9,2,2,2,1,2,2,1,2,2,4,1,1,1,3,1,3,4,4,3,4,4,4,4,1,2, ,1,8,2,2,3,11, ,6,1,11,88, , , , , , , , ,LOCAL NEWSPAPER,2,2,1, ,2, ,2,3,3,4,6,3, ,1,5, ,1,5,62878,10,1945,1, ,4,1,0,0,0,0,1,0,0,0,0,1,1, ,0
620233,1,2,1,1, ,1,1,2,2,9,2,1,3, ,1, ,1, ,1, ,1, ,2,4,4,1,1,2,1,1,1,1,1,1,3,2,2,9,1,1,2,4,2,4,2,2,2,4,2,4,3,1,1,9,9,1,2,3,2,1, ,4,1,11,6, , , , , , , , , ,2,3, , ,1,3,3,2,6,5,5,1,3, ,1,1, ,5,60134,99,9999,9, ,9,1,0,0,1,0,1,0,0,0,0,1,0, ,0
604800,3,2,1,1, ,1,2,2,2,2,5,2, , ,9, ,3, ,9, ,3, ,2,4,4,2,1,2,2,2,2,2,1,1,2,2,2,2,4,4,1,4,1,2,4,4,4,4,4,4,4,2,2, ,1,1,4,2,2,4, ,3,10,1,4,2, , , , , , , , ,1,2,1, ,1,2,1,1,3,3,3,1,9, ,3,1, ,5,60152,6,1965,1, ,4,1,1,1,1,0,0,0,0,0,1,0,0, ,0
615714,3,2,1,1, ,1,2,2,2,1,2,1,7, ,1, ,1, ,1, ,1, ,3,3,2,2,2,2,2,2,2,2,1,2,4,1, ,3,2,1,2,1,1,3,2,3,4,3,3,4,3,2,1,1,2,2,2,2,3,88,MIDDLE,3,7,2,1,5,6, , , , , , , ,2,2,1, ,2, ,3,2,3,5,5,1,4, ,1,1, ,5,62664,4,1974,1, ,3,1,1,1,0,1,1,1,0,0,0,0,0, ,0
601905,1,2,1,1, ,1,2,9,2,2,5,2, , ,9, ,9, ,9, ,9, ,3,4,9,2,9,9,2,2,2,2,2,3,4,2,2,4,1,1,1,3,4,2,4,4,4,4,4,4,4,2,1,9,1,8,3,3,2,1, ,3,5,1,11,6,7,2,10,4, , , , ,1,3, , ,1,2,2,2,6,3,9,1,3, ,2,1, ,4,60643,99,9999,2, ,5,1,1,1,1,1,1,1,0,0,1,1,0, ,0
619229,1,2,1,1, ,1,1,1,2,2,2,2, , ,1, ,3, ,3, ,3, ,2,9, ,2,2,1,1,2,2,1,2,2,4,1, ,2,9,9,4,9,3,3,3,3,3,3,3,2,2,2,2, ,1,2,3,4,4,1, ,2,9,3,1,4,11, , , , , , , ,2,3, , ,2, ,2,1,6,3,3,1,1, ,3,1, ,5,60646,6,1966,1, ,6,1,1,1,1,0,0,0,0,1,0,1,0, ,0
615864,1,2,1,1, ,1,1,1,2,2,3,9, , ,3, ,3, ,3, ,3, ,2,9, ,2,2,1,2,1,2,1,2,2,3,2,2,3,2,2,3,2,2,3,4,4,4,4,3,4,3,1,2, ,2,1,3,3,2,1, ,6,9,5,10,11,8,4,1,7,88, , ,INDEPENDENT CHANNELS ON YOUTUBE,2,3, , ,1,2,2,9,4,3,3,1,1, ,4, ,1,5,60608,2,1984,4, ,3,1,0,0,1,1,1,1,1,1,1,1,1,INDEPENDENT CHANNELS ON YOUTUB,0
614310,1,2,1,1, ,1,2,1,2,1,2,3, , ,9, ,3, ,9, ,3, ,2,3,3,2,1,2,2,2,2,2,2,2,3,2,1,2,1,2,2,2,2,3,3,3,3,3,2,2,2,2,2, ,1,1,2,1,3,1, ,5,1,8,11,9,7,6, , , , , , ,2,3, , ,2, ,1,1,3,3,2,2,1, ,3,1, ,5,60805,1,1993,4, ,5,1,0,0,0,1,1,1,1,1,0,1,0, ,0
619412,2,2,1,1, ,1,1,2,2,1,3,9, , ,3, ,9, ,3, ,3, ,2,9, ,1,1,9,9,1,1,9,2,3,3,9, ,2,9,2,9,1,1,9,3,2,2,3,3,4,4,2,1,2,1,2,2,2,4,2, ,5,7,2,6,1,8, , , , , , , ,2,4, ,9,1,2,3,3,3,4,1,2,4, ,3,1, ,5,60827,8,1955,2, ,2,1,1,0,0,1,1,1,1,0,0,0,0, ,0
620298,2,2,1,1, ,1,1,1,2,2,5,2, , ,3, ,3, ,3, ,4, ,2,1, ,2,1,1,2,2,2,2,2,2,2,1, ,2,2,1,2,3,2,2,4,3,2,3,2,4,2,2,1,1,1,2,2,3,2,1, ,1,7,10,6,11,5,88, , , , , ,WGN,1,1, , ,1,2,2,2,3,4,1,2,1, ,4, ,3, ,60619,6,1966,2, ,1,1,0,0,0,1,1,1,0,0,1,1,1,WGN,0
620131,1,2,1,1, ,1,2,2,9,9,4,2, , ,1, ,3, ,9, ,9, ,2,4,3,1,1,2,1,2,2,1,2,3,2,2,1,2,1,1,2,3,2,3,2,2,2,3,3,4,4,9,1,1,1,8,2,2,3,5, ,1,2,5,4,6,7, , , , , , , ,2,3, , ,1,3,2,1,4,3,1,1,9, ,5, ,1,2,61114,9,1952,1, ,7,1,1,0,1,1,1,1,0,0,0,0,0, ,0
620576,1,2,1,1, ,1,1,2,2,2,4,2, , ,3, ,3, ,3, ,3, ,2,2, ,2,1,2,1,2,2,2,2,3,3,2,1,3,4,3,4,4,1,4,2,1,2,1,2,3,4,1,1,2,2,2,1,1,2,1, ,2,1,6,7,4, , , , , , , , ,1,3, , ,2, ,9,9,1,3,1,1,3, ,3,2, , ,60636,9,1949,2, ,9,1,1,0,1,0,1,1,0,0,0,0,0, ,0
621215,3,2,1,1, ,1,2,2,2,1,3,2, , ,2, ,1, ,1, ,1, ,2,9, ,2,1,2,1,2,2,1,9,3,2,1, ,4,1,2,2,1,1,4,3,1,1,1,1,1,1,2,1,1,1,1,3,2,2,88,EASTERN ILLINOIS,6,4,3,1,7,5, , , , , , , ,2,3, , ,2, ,2,1,1,4,2,3, ,1,3,1, ,5,61265,12,1936,1, ,1,1,0,1,1,1,1,1,0,0,0,0,0, ,0
611559,3,2,1,1, ,1,1,2,2,2,4,1,10, ,1, ,1, ,1, ,1, ,3,9, ,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,2,3,3,3,4,1,2,2,2,1,2,1,2, ,2,1,3,4,2,6, ,6,5,2,7,1,4, , , , , , , ,2,3, , ,1,2,3,3,6,4,7,1,1, ,1,1, ,5,60436,10,1945,1, ,7,1,1,0,1,1,1,1,0,0,0,0,0, ,0
621256,2,2,1,1, ,1,1,2,2,2,3,3, , ,9, ,9, ,9, ,9, ,2,2, ,2,1,1,2,2,1,1,2,4,4,2,1,4,1,1,1,4,1,1,4,4,2,4,3,4,3,1,1,1,1,8,3,3,3,88,SOUTH OF CHICAGO,1,5,2,7, , , , , , , , , ,2,3, , ,2, ,1,1,5,3,9,4, , ,1,8, , ,60491,7,1961,1, ,7,1,1,0,0,1,0,1,0,0,0,0,0, ,0
610492,3,2,1,1, ,1,2,2,2,9,2,3, , ,1, ,2, ,1, ,1, ,3,4,9,2,9,2,2,9,2,2,2,9,1,2,2,9,1,1,2,4,1,9,2,2,2,3,3,3,4,1,1,1,1,1,2,2,2,88,CHAMPAGNE,10,1,4,11,9, , , , , , , , ,2,3, , ,2, ,1,1,3,4,5,1,1, ,4, ,2, ,61801,1,1993,5, ,1,1,0,0,1,0,0,0,0,1,1,1,0, ,0
618668,1,2,1,1, ,1,1,1,2,1,3,1,3, ,3, ,1, ,3, ,3, ,2,4,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,3,4,1,1,4,3,3,3,4,3,2,1,1,2,2,8,3,3,2,1, ,5,6,2, , , , , , , , , , ,2,3, , ,2, ,1,1,5,1,7,1,9, ,5, ,1,5,60441,7,1962,1, ,3,0,1,0,0,1,1,0,0,0,0,0,0, ,0
620347,1,2,1,1, ,1,2,2,2,2,2,1,10, ,3, ,3, ,3, ,9, ,2,4,4,1,1,2,2,1,2,1,2,4,2,2,2,4,1,1,1,3,1,3,4,4,4,4,4,3,4,1,1,2,1,2,4,4,2,1, ,10,6,8,4,7,9,11,2,5,1, , , ,1,9, , ,1,3,1,1,5,3,6,3, ,1,5, ,1,5,60611,11,1940,1, ,9,1,1,0,1,1,1,1,1,1,1,1,0, ,0
618536,2,2,1,1, ,1,2,1,1,1,3,2, , ,3, ,3, ,3, ,3, ,3,2, ,2,1,2,2,1,1,1,2,1,3,1, ,2,2,2,2,2,3,3,2,3,3,3,3,2,2,1,1,2,1,2,4,3,4,1, ,6,2,7,1,11,5, , , , , , , ,1,1, , ,1,2,2,1,2,2,1,1,1, ,3,1, ,2,60623,3,1983,2, ,1,1,1,0,0,1,1,1,0,0,0,1,0, ,0
620772,2,2,1,1, ,1,2,2,2,2,2,3, , ,9, ,1, ,1, ,1, ,3,3,3,2,1,2,2,2,2,1,2,3,2,1, ,9,1,1,1,1,1,3,3,4,3,3,2,3,3,2,1,1,1,2,3,3,3,1, ,1,8,9,10,3,2,7, , , , , , ,2,3, , ,2, ,2,2,4,3,4,1,2, ,1,1, ,5,60453,10,1944,1, ,4,1,1,1,0,0,0,1,1,1,1,0,0, ,0
618334,3,2,1,1, ,1,2,2,1,1,2,9, , ,3, ,3, ,9, ,9, ,8,4,9,2,1,2,2,2,2,2,2,2,9,2,2,3,3,1,3,2,2,3,2,3,3,1,2,4,2,2,9, ,2,2,2,2,2,5, ,11,5,3,7,2, , , , , , , , ,2,4, ,1,2, ,9,1,4,4,4,2,9, ,3,1, ,2,61073,2,1985,2, ,1,0,1,1,0,1,0,1,0,0,0,1,0,THE HAROLD,0
618940,3,2,1,1, ,1,2,1,2,2,3,2, , ,3, ,3, ,9, ,3, ,2,2, ,2,2,2,2,2,2,2,2,1,2,2,1,3,1,2,3,2,1,3,4,4,4,4,4,4,4,1,1,2,1,2,2,3,3,88,CASSEYVILLE,1,5,7,10,11,8,4,3,6, , , , ,2,1, , ,2, ,1,1,2,2,1,1,1, ,3,1, ,1,62232,7,1960,2, ,2,1,0,1,1,1,1,1,1,0,1,1,0, ,0
619619,3,2,1,1, ,1,2,1,1,1,3,2, , ,3, ,3, ,3, ,3, ,2,9, ,2,2,2,2,9,2,2,1,1,2,2,1,1,1,2,1,3,1,2,2,2,2,3,2,3,2,1,1,1,2,8,3,3,3,6, ,7,1,5, , , , , , , , , , ,1,3, , ,2, ,2,1,1,9,2,1,3, ,5, ,1,5,62427,8,1957,1, ,1,1,0,0,0,1,0,1,0,0,0,0,0, ,0
620117,3,2,1,1, ,1,2,1,2,2,3,9, , ,9, ,9, ,9, ,9, ,2,2, ,2,2,2,2,9,9,1,9,1,2,2,2,1,1,2,2,2,2,3,3,3,2,4,3,3,2,2,9, ,9,2,3,3,3,8, ,8,10,5,1,2,7,3, , , , , , ,2,3, , ,2, ,1,1,6,3,2,3, ,3,5, ,3, ,61265,10,1946,1, ,6,1,1,1,0,1,0,1,1,0,1,0,0, ,0
621204,3,2,1,1, ,1,1,2,2,1,3,9, , ,9, ,9, ,9, ,9, ,2,2, ,2,1,2,1,2,2,2,1,1,2,1, ,2,1,1,1,2,1,3,4,3,4,4,3,4,4,2,1,1,2,2,3,3,2,6, ,11,4,1,5,7,10,6, , , , , , ,1,3, , ,1,2,2,1,3,2,4,1,2, ,1,8, , ,62704,4,1974,1, ,1,1,0,0,1,1,1,1,0,0,1,1,0, ,0
605172,2,2,1,1, ,1,2,2,2,1,2,3, , ,3, ,9, ,3, ,3, ,1,9, ,2,2,2,2,1,2,1,2,1,3,2,1,3,3,2,2,4,1,2,1,4,2,3,3,4,4,2,9, ,1,8,2,2,2,2, ,2,11,1,5, , , , , , , , , ,2,3, , ,2, ,2,1,5,4,6,1,1, ,4, ,1,5,60004,1,1989,1, ,6,1,1,0,0,1,0,0,0,0,0,1,0, ,0
618927,2,2,1,1, ,1,1,2,2,2,4,1,1, ,1, ,1, ,1, ,1, ,2,4,4,1,1,1,1,1,2,1,2,4,4,2,2,1,1,1,1,4,1,1,4,4,4,4,4,4,4,1,1,1,2,1,4,4,2,1, ,6,1,4, , , , , , , , , , ,2,2,1, ,1,1,3,3,6,3,5,1,1, ,1,1, ,5,60646,6,1967,1, ,7,1,0,0,1,0,1,0,0,0,0,0,0, ,0
619198,3,2,1,1, ,1,1,2,2,2,3,1,10, ,9, ,9, ,9, ,9, ,2,4,4,1,1,2,2,1,1,2,2,4,3,2,2,4,1,1,1,4,1,4,4,4,3,4,3,4,3,1,1,2,1,1,4,4,3,8, ,1,4,6, , , , , , , , , , ,2,3, , ,2, ,3,3,2,5,8,1,3, ,1,1, ,2,61275,7,1960,1, ,6,1,0,0,1,0,1,0,0,0,0,0,0, ,0
620066,3,2,1,1, ,1,2,2,2,1,2,1,10, ,1, ,1, ,1, ,1, ,3,9, ,2,1,2,1,9,2,1,2,2,2,9, ,2,2,2,2,2,2,2,2,2,3,4,3,4,3,2,1,1,2,2,3,3,2,5, ,11,2,1,10,6,5,4, , , , , , ,2,3, , ,2, ,2,2,2,4,5,4, , ,4, ,1,5,60178,7,1963,1, ,7,1,1,0,1,1,1,0,0,0,1,1,0, ,0
620163,2,2,1,1, ,1,2,1,1,1,3,2, , ,3, ,3, ,3, ,3, ,3,3,9,2,9,2,1,2,2,2,2,4,1,2,2,4,1,1,1,4,1,2,3,3,4,4,3,4,2,1,1,1,1,8,3,4,3,1, ,2,6,5,10,3,8,7,1,4, , , , ,2,3, , ,2, ,1,1,4,2,1,1,3, ,4, ,1,5,60827,8,1954,2, ,5,1,1,1,1,1,1,1,1,0,1,0,0, ,0
620087,2,2,1,1, ,1,1,1,9,1,2,3, , ,9, ,1, ,3, ,3, ,3,3,9,2,1,2,9,2,2,1,2,2,3,2,1,2,1,1,9,3,2,2,1,3,1,3,2,3,2,2,1,1,2,2,3,3,3,2, ,1,5,3,7,9,4,11,10, , , , , ,2,3, , ,1,2,2,1,5,3,2,1,1, ,4, ,1,5,60004,3,1981,1, ,5,1,0,1,1,1,0,1,0,1,1,1,0, ,0
617361,3,2,1,1, ,1,2,1,2,2,2,2, , ,1, ,1, ,1, ,1, ,2,2, ,2,2,2,2,2,2,2,2,3,1,1, ,4,1,1,1,4,1,1,4,4,3,4,3,4,3,1,1,2,1,2,3,3,2,5, ,5,6,8,3,2,9,1,10,11,4,7,88,SATELLITE RADIO,2,3, , ,2, ,1,1,5,2,2,1,4, ,4, ,1,5,61111,5,1970,2, ,5,1,1,1,1,1,1,1,1,1,1,1,1,SATELLITE RADIO,0
620519,1,2,1,1, ,1,2,1,9,2,5,2, , ,3, ,3, ,3, ,3, ,2,4,4,2,2,2,2,2,2,2,2,4,1,1, ,1,3,1,4,4,4,4,3,2,3,1,4,1,4,1,1,2,1,1,4,4,2,1, ,4,1,5,3,7,2,9, , , , , , ,2,1, , ,2, ,1,3,5,2,1,1,2, ,5, ,1,5,60647,99,9999,2, ,2,1,1,1,1,1,0,1,0,1,0,0,0, ,0
621197,2,2,1,1, ,1,2,2,9,1,2,9, , ,9, ,9, ,9, ,9, ,2,9, ,2,2,1,1,2,1,2,2,3,4,1, ,2,1,1,3,4,2,2,4,2,2,4,2,4,2,1,1,1,1,1,3,3,3,2, ,5,11,1,6,4,9,2,7,10,88, , ,COLLEGE NEWSPAPERS,9,2,1, ,1,3,1,1,3,3,5,2,1, ,5, ,8, ,60139,1,1995,1, ,9,1,1,0,1,1,1,1,0,1,1,1,1,COLLEGE NEWSPAPERS,0
602775,1,2,1,1, ,1,1,2,2,1,2,2, , ,9, ,9, ,9, ,9, ,2,4,4,2,2,2,2,2,2,1,2,3,2,2,1,2,4,2,4,2,3,1,2,3,3,4,4,3,2,9,2, ,9,8,4,4,3,1, ,5,7,1,6,8,9,11,4,2, , , , ,2,3, , ,2, ,2,1,6,2,1,1,4, ,4, ,2, ,60035,5,1971,1, ,7,1,1,0,1,1,1,1,1,1,0,1,0, ,0
621186,2,2,1,1, ,1,2,2,2,2,3,1,2, ,1, ,1, ,1, ,1, ,2,4,4,2,2,2,2,9,2,9,2,4,2,2,2,9,1,1,2,4,1,3,2,4,4,4,4,4,4,1,2, ,1,2,3,3,2,2, ,2,4,10,6,1,7, , , , , , , ,2,3, , ,1,2,2,1,3,3,5,3, ,1,1,1, ,5,60067,10,1945,1, ,7,1,1,0,1,0,1,1,0,0,1,0,0, ,0
621864,2,2,1,1, ,1,2,1,1,1,3,9, , ,9, ,9, ,9, ,9, ,8,9, ,9,9,9,9,2,2,2,2,9,9,2,9,4,9,9,9,9,9,9,9,9,2,9,9,9,9,1,9, ,9,8,2,1,2,99, ,4,1, , , , , , , , , , , ,2,9, , ,2, ,1,9,3,9,9,3, ,3,1,1, ,8,60619,99,9999,2, ,9,1,0,0,1,0,0,0,0,0,0,0,0, ,0
621660,1,2,1,1, ,1,1,2,2,2,5,1,7, ,1, ,1, ,1, ,1, ,2,3,4,2,1,2,2,1,1,2,2,3,2,1, ,4,1,1,1,4,1,4,4,4,4,4,4,3,4,1,1,2,1,1,3,3,3,1, ,6,4,8,3,1,7, , , , , , , ,1,2,1, ,1,2,2,3,5,4,7,1,4, ,3,1, ,5,60601,5,1969,1, ,7,1,0,1,1,0,1,1,1,0,0,0,0, ,0
623098,2,2,1,1, ,1,2,9,2,2,3,9, , ,1, ,1, ,1, ,1, ,2,3,3,2,2,2,2,1,2,1,2,2,2,2,1,2,1,1,1,4,2,3,4,4,3,4,3,4,4,2,2, ,1,1,3,3,2,1, ,5,2,7,4,11,1,8, , , , , , ,2,1, , ,2, ,1,1,5,2,2,1,4, ,4, ,1,5,60647,2,1985,1, ,5,1,1,0,1,1,0,1,1,0,0,1,0, ,0
621411,2,2,1,1, ,1,1,1,2,1,2,2, , ,9, ,3, ,3, ,3, ,1,2, ,2,1,1,2,2,2,2,2,3,2,1, ,3,1,2,3,3,2,3,3,3,1,4,2,4,2,1,2, ,1,1,3,3,3,1, ,5,1,4,10, , , , , , , , , ,2,9, , ,2, ,1,1,3,2,1,3, ,9,5, ,3, ,60532,9,1953,1, ,3,1,0,0,1,1,0,0,0,0,1,0,0, ,0
624849,1,2,1,1, ,1,1,1,2,2,4,1,3, ,1, ,1, ,2, ,1, ,3,1, ,1,2,2,1,1,1,2,1,4,4,2,1,4,1,1,2,4,1,1,4,3,3,4,4,2,4,2,1,1,2,2,3,4,2,1, ,3,1,6,4,7,2,5,11,8, , , , ,1,3, , ,2, ,1,1,4,3,5,1,4, ,3,1, ,5,60649,6,1967,5, ,3,1,1,1,1,1,1,1,1,0,0,1,0, ,0
622121,1,2,1,1, ,1,1,1,2,1,2,3, , ,3, ,3, ,9, ,3, ,3,4,3,2,2,1,1,1,2,1,2,2,2,1, ,2,1,1,2,4,2,1,3,3,4,3,2,3,2,1,2, ,2,8,2,2,2,11, ,5,7,1, , , , , , , , , , ,2,3, , ,2, ,1,1,3,3,2,1,1, ,5, ,1,5,60441,5,1969,5, ,7,1,0,0,0,1,0,1,0,0,0,0,0, ,0
623247,1,2,1,1, ,1,2,9,2,2,3,2, , ,3, ,3, ,3, ,3, ,8,1, ,2,1,1,1,2,2,1,2,1,2,2,1,9,2,1,1,4,1,4,4,4,3,3,3,4,3,1,2, ,1,1,1,2,3,1, ,6,11, , , , , , , , , , , ,2,3, , ,2, ,1,1,2,9,1,1,4, ,5, ,1,5,60409,2,1987,2, ,3,0,0,0,0,0,1,0,0,0,0,1,0, ,0
621561,2,2,1,1, ,1,1,9,2,9,2,3, , ,3, ,3, ,4, ,3, ,2,9, ,2,2,2,2,2,2,2,2,4,2,2,2,9,2,2,3,2,3,9,2,1,2,4,2,3,2,1,9, ,1,8,2,2,2,1, ,4,1,10,2, , , , , , , , , ,9,4, ,1,1,4,1,1,3,1,1,4, , ,4, ,1,5,60646,9,1953,1, ,1,1,1,0,1,0,0,0,0,0,1,0,0, ,0
612739,1,2,1,1, ,1,1,9,2,9,2,2, , ,3, ,3, ,3, ,3, ,2,1, ,2,2,1,2,2,2,2,2,3,1,2,2,3,1,3,3,1,1,4,9,4,4,3,4,4,4,1,1,2,2,1,2,2,3,11, ,4,1,5,2,7, , , , , , , , ,1,1, , ,2, ,2,9,2,5,1,1,3, ,1,1, ,8,60429,5,1973,2, ,5,1,1,0,1,1,0,1,0,0,0,0,0, ,0
622239,3,2,1,1, ,1,2,1,1,1,2,2, , ,3, ,3, ,3, ,3, ,2,9, ,2,9,2,2,2,2,2,2,2,2,2,1,3,2,1,1,3,2,2,2,2,1,3,2,4,3,2,2, ,2,2,3,3,2,6, ,8,1,3,11, , , , , , , , , ,2,4, ,2,2, ,2,1,4,2,2,1,1, ,5, ,3, ,62246,4,1974,1, ,2,1,0,1,0,0,0,0,1,0,0,1,0, ,0
603614,3,2,1,1, ,1,1,2,1,1,2,9, , ,9, ,1, ,3, ,9, ,1,9, ,2,9,2,9,2,2,1,2,3,3,2,1,2,3,3,2,2,9,3,4,2,4,3,2,1,4,1,1,2,2,2,4,4,3,88,PEORIA,10,8,6,5,7,11,2,4,1, , , , ,2,3, , ,2, ,3,3,2,4,5,3, ,1,3,1, ,5,61604,7,1963,2, ,1,1,1,0,1,1,1,1,1,0,1,1,0, ,0
621932,2,2,1,1, ,1,1,1,2,2,2,2, , ,3, ,1, ,1, ,3, ,2,4,4,2,2,1,1,9,2,1,1,3,1,2,1,1,1,1,1,4,1,4,1,4,3,4,4,4,3,2,2, ,1,2,3,4,2,1, ,1,11,4,3,6,5,7, , , , , , ,2,3, , ,2, ,2,2,5,2,2,1,4, ,1,1, ,2,60443,4,1974,2, ,6,1,0,1,1,1,1,1,0,0,0,1,0, ,0
625908,1,2,1,1, ,1,2,2,2,2,4,2, , ,3, ,3, ,3, ,3, ,2,2, ,2,2,2,2,2,2,2,2,4,4,2,2,3,1,2,1,2,1,1,4,4,4,4,4,4,4,2,2, ,1,2,2,2,2,88,SOUTH SIDE,6,2,1,5,4,10, , , , , , , ,1,4, ,1,1,3,2,3,5,4,1,4, , ,1,1, ,2,60619,6,1966,2, ,4,1,1,0,1,1,1,0,0,0,1,0,0, ,0
625947,3,2,1,1, ,1,2,2,2,9,3,1,10, ,1, ,1, ,1, ,1, ,2,4,4,2,2,2,1,9,9,9,2,4,4,2,2,3,1,1,2,3,2,3,3,3,2,4,3,4,4,1,9, ,1,9,4,4,4,11, ,1,6, , , , , , , , , , , ,2,3, , ,2, ,2,9,2,5,7,3, ,1,2,1, ,5,62821,10,1946,1, ,3,1,0,0,0,0,1,0,0,0,0,0,0, ,0
625302,3,2,1,1, ,1,1,2,2,1,2,1,5, ,3, ,3, ,1, ,3, ,3,3,3,2,2,2,2,2,2,2,1,2,3,2,1,4,1,1,2,2,3,4,3,2,3,3,3,3,2,2,2, ,1,2,4,4,3,1, ,5,11,2,4,8,10,9,3, , , , , ,2,3, , ,2, ,2,1,6,2,1,1,3, ,4, ,9, ,60586,3,1982,1, ,7,0,1,1,1,1,0,0,1,1,1,1,0, ,0
626383,2,2,1,1, ,1,1,2,2,2,2,2, , ,3, ,3, ,3, ,3, ,3,4,4,2,2,2,1,2,2,1,2,4,4,2,1,2,1,1,1,4,1,4,4,4,3,4,3,3,4,2,1,1,2,2,4,4,3,1, ,5,4,11,1,7,10,3,8,9,6,2, , ,2,3, , ,1,4,2,2,6,3,3,1,4, ,1,2, , ,60618,3,1980,1, ,7,1,1,1,1,1,1,1,1,1,1,1,0, ,0
625883,3,2,1,1, ,1,1,1,2,1,2,2, , ,3, ,3, ,3, ,3, ,3,3,3,2,2,1,2,2,2,2,2,3,3,1, ,3,1,2,2,3,1,2,3,3,2,3,3,4,3,2,2, ,2,2,3,2,2,6, ,7,1,5,2,11,10, , , , , , , ,2,3, , ,2, ,2,1,3,2,1,2,1, ,3,1, ,5,61840,1,1993,1, ,4,1,1,0,0,1,0,1,0,0,1,1,0, ,0
614148,2,2,1,1, ,1,2,1,1,1,1,2, , ,3, ,3, ,3, ,3, ,1,2, ,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,3,2,2,2,1,2,2,4,4,3,4,2,1,1,2,2,3,4,4,1, ,7,2,3,10,9,11, , , , , , , ,2,3, , ,2, ,2,1,5,1,1,4, , ,4, ,3, ,60035,7,1961,1, ,7,0,1,1,0,0,0,1,0,1,1,1,0, ,0
628385,1,2,1,1, ,1,1,2,2,2,3,3, , ,9, ,9, ,9, ,9, ,2,4,4,9,9,9,9,9,9,9,2,3,4,9, ,1,1,1,1,4,2,4,4,1,4,1,4,2,3,2,1,2,9,2,3,3,3,1, ,2,1,4,8,7,11,6, , , , , , ,2,2,1, ,2, ,3,9,6,4,7,1,1, ,3,1, ,5,60646,6,1967,1, ,7,1,1,0,1,0,1,1,1,0,0,1,0, ,0
627941,1,2,1,1, ,1,1,2,1,1,5,2, , ,3, ,3, ,3, ,3, ,1,1, ,2,2,1,2,2,2,1,1,2,1,2,1,2,1,1,1,4,1,3,4,4,2,4,4,3,4,2,1,1,2,2,4,4,2,1, ,8,1,3, , , , , , , , , , ,9,3, , ,1,2,1,1,4,1,1,2,4, ,4, ,1,5,60624,7,1961,2, ,1,1,0,1,0,0,0,0,1,0,0,0,0, ,0
