id,area,rwdirusa,rwdiril,rwdirlocal,qlife,redist_hat,redist_neutral,redist_commis,app_pres_oba,firstam_1,firstam_2,firstam_3,firstam_4,firstam_5,firstam_6,firstam_7,firstam_8,firstam_9,firstam_10,firstam_11,firstam_12,firstam_13,firstam_14,massmedia,press_free,teapar_know,app_teapar,teapar_vote,gen10_vote,gen10_pollplace,gen10_house,gen10_enthu,term_lim_10,term_leader,cf_lim_judic,cf_pub_judic,cf_lim_leader,prim_nodeclr,fix_deficit_il10,cuts_K12,cuts_he,cuts_cops,cuts_parks,cuts_poor,cuts_disable,pen_cuts,tax_inc10,tax_sales,tax_services1,tax_services2,gamble_exp,sell_il_asset,gen10_gov,gen10_gov_no3,gen10_ussen,gen10_ussen_no3,recall_today,recall,abort_leg,lg_coup_rts,lg_mil_open,death_pen,betteroff_now,betteroff_1yr,poltol_vers,poltol_frs,poltol_frs_rep,poltol_frs_dem,poltol_frs_wom,poltol_frs_teapar,poltol_frs_lds,poltol_fru,poltol_fru_rep,poltol_fru_dem,poltol_fru_wom,poltol_fru_teapar,poltol_fru_lds,poltol_you_rep,poltol_you_dem,poltol_you_wom,poltol_you_teapar,poltol_you_lds,gender,education,ideology,party_aff,relig_att_often,relig_type,religion,relig_denom,relig_epis,relig_bapt,relig_bret,relig_coc,relig_cog,relig_luth,relig_meth,relig_pres,relig_crc,relig_mean,relig_what,born_again,christian_type,birth_yr,zip,rac_eth,rent_own,hh_inc,zip1,fips,adi,dma,msa,nielson,census,firam_pres,firam_spe,firam_relig,firam_pet,firam_asmbly,firam_tot,firam_none1,firam_other,firam_none2
011456,4,1,2,2,3,3,2,2,2,2, , , , , , ,6, , , , , , ,1,3,2,5, ,1,1,2,3,1,4,4,3,4,1,5,2,2,1,3,2,2,2,2,2,1, ,1,1,1, ,1, ,1,1,2,1,1,1,3,3,3, , , , , , , , , , , , ,2,1,1,2,2,2,3,5,3,2,2, , , , , , , , , , , , ,80, , ,1980,62040,1,2,3,62040,17119,760,626,4118,A,3,0,1,0,0,0,1,0,0,0
011592,4,2,2,3,2,2,2,2,2,2, , , , , , ,6, , , , , , ,2,1,2,2,1,1,1,2,1,1,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,1, ,1,2,1, ,6, ,2,2,1,2,2,1,1,3,3, , , , , , , , , , , , ,2,1,1,1,1,1,7,3,2,4, ,1,21, , , , , , , , , , , ,3,3,1958,62298,1,4,3,62244,17133,760,626,4118,A,3,0,1,0,0,0,1,0,0,0
011593,4,2,2,2,2,3,3,2,4,6, , , , , , , , , , , , , ,2,3,1,1,1,1,1,1,1,1,1,4,1,4,1,2,1,1,1,1,1,1,1,2,2, ,2,2,2,2, ,2, ,1,1,3,3,3,1,3,1,1,1,1,0,3,3,1, , , , , , , , , , , ,1,5,5,4,2,1, ,80, , , , , , , , , , , ,3,5,1975,86223,1,2,5,62226,17163,760,626,4118,A,3,0,0,0,0,0,0,1,0,1
011687,1,3,2,2,5,4,4,4,2,3, , , , , , ,2, , , , , , ,2,1,2,5, ,1,1,3,3,1,1,4,4,4,1,2,2,3,2,2,3,2,2,2,1, ,1,2,2,7, ,2, ,2,2,3,2,2,3,2,3,3, , , , , , , , , , , , ,3,3,1,3,2,1,2,3,4,1,1, ,5, , , , , , , , , , , , , ,1949,60629,4,2,3,60638,17031,196,140,1698,A,3,0,1,1,0,0,2,0,0,0
011703,2,2,2,2,1,4,2,2,4,2, , , , , , ,5,3, , , , , ,3,3,2,2,1,1,1,1,1,1,1,1,4,1,1,3,3,1,2,1,1,2,1,2,2,1, ,1,2,2, ,2, ,1,1,2,2,4,1,3,3,2, , , , , , ,1,4,0,4,4,4, , , , , ,1,5,3,7,1,1, ,5, , , , , , , , , , , , , ,1945,60190,1,2,8,60185,17043,196,140,1698,A,3,0,1,1,0,1,3,0,0,0
011744,1,2,2,2,1,4,4,3,4,2,3,1, , , , ,6, , , , , , ,2,3,1,1,1,1,1,1,1,1,3,3,1,3,5,2,1,1,1,1,1,1,1,2,2, ,2,1,2,2, ,2, ,2,2,3,1,2,2,2,1,2, , , , , , ,1,4,0,4,4,4, , , , , ,1,5,4,6,4, ,1,5, , , , , , , , , , , , , ,1979,60622,7,2,7,60647,17031,196,140,1698,A,3,1,1,1,0,0,3,0,0,0
011803,1,1,1,3,2,5,5,5,1,5,2, , , , , ,6, , , , , , ,1,1,1,4,2,1,1,3,2,5,5,1,5,1,1,2,2,2,2,2,1,2,2,3,2,2, ,2,2,1, ,1, ,1,1,2,4,2,2,3,3,2, , , , , , ,1,1,3,4,0,5, , , , , ,2,3,1,3,2,1, ,5, , , , , , , , , , , , , ,1926,60630,1,2,3,60641,17031,196,140,1698,A,3,0,1,0,0,1,2,0,0,0
011899,4,2,2,2,3,5,2,5,4,2,3, , , , , ,1, , , , , , ,2,2,2,2,1,1,1,1,1,3,3,1,3,3,1,2,1,1,1,1,1,1,1,2,2, ,2,1,1,2, ,2, ,2,2,2,2,3,3,3,3,3, , , , , , , , , , , , ,1,2,1,1,1,1,6,4,4,3,1, ,3, ,1, , , , , , , , , ,1,5,1960,62454,1,2,5,62454,17033,848,712,9999,D,3,1,1,1,0,0,3,0,0,0
011996,1,1,1,1,3,5,2,5,1,2, , , , , , ,6, , , , , , ,1,1,2,2,2,2, ,3,1,4,1,3,3,5,1,2,2,1,2,1,2,2,2,2,2, ,3,1,3,7, ,6, ,1,3,1,4,1,2,1,3,3, , , , , , , , , , , , ,2,3,1,3,3,2,3,1,8,1,1, ,31, , , , , , , , , , , ,7,2,1924,60643,2,7,8,60628,17031,196,140,1698,A,3,0,1,0,0,0,1,0,0,0
012058,1,2,3,1,3,2,1,5,3,2,5, , , , , ,6, , , , , , ,2,1,2,5, ,1,1,2,2,1,1,2,3,1,1,1,2,2,1,2,2,2,2,1,1,1, ,1,1,1, ,1, ,1,1,1,3,2,1,2,1,1,1,4,4,4,4,4, , , , , , , , , , , ,1,3,3,1,3,2, , , , , , , , , , , , ,80, , ,1937,60630,1,3,8,60641,17031,196,140,1698,A,3,0,1,0,0,1,2,0,0,0
012123,4,2,2,3,2,2,5,3,3,6, , , , , , , , , , , , , ,2,1,2,5, ,2, ,3,2,1,1,2,2,1,1,1,2,2,2,2,2,2,2,1,1,1, ,1,2,7, ,1, ,1,1,1,3,2,1,3,3,3, , , , , , , , , , , , ,1,1,1,1,1,2,4,3,2,1,1, ,5, , , , , , , , , , , , , ,1953,62294,1,2,8,62294,17119,760,626,4118,A,3,0,0,0,0,0,0,1,0,1
012219,4,2,2,2,2,3,3,3,3,1,3,2,5, , , ,6, , , , , , ,2,2,3, ,1,1,1,1,1,3,1,1,4,5,1,2,2,1,2,2,1,2,1,2,1, ,2,1,1,2, ,2, ,1,1,3,2,2,1,2,2,1,1,3,0,4,4,4, , , , , , , , , , , ,1,3,5,4,2,1, ,80, , , , , , , , , , , ,5,5,1956,62025,1,2,6,62025,17119,760,626,4118,A,3,1,1,1,0,1,4,0,0,0
012362,4,1,2,2,3,3,2,2,1,2, , , , , , ,6, , , , , , ,2,3,1,3,2,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2, ,1,2,1, ,1, ,1,1,1,1,2,2,3,3,1,1,0,3,3,0,3, , , , , , , , , , , ,1,5,1,1,4, ,1,31, , , , , , , , , , , ,3,2,1969,62285,1,3,3,62226,17163,760,626,4118,A,3,0,1,0,0,0,1,0,0,0
012493,2,2,2,1,3,3,2,1,4,2, , , , , , ,5, , , , , , ,2,1,1,2,1,1,1,1,2,3,3,5,4,3,5,2,2,2,2,1,1,2,2,2,2, ,2,1,2,2, ,2, ,1,1,2,2,3,1,2,3,2, , , , , , ,1,3,1,2,3,4, , , , , ,1,5,4,5,4, ,1,88, , , , , , , , , , , ,5,3,1972,60188,1,2,5,60185,17043,196,140,1698,A,3,0,1,0,0,1,2,0,0,0
012527,2,1,2,1,2,4,2,3,1,2,5, , , , , ,6, , , , , , ,1,2,1,4,2,1,1,2,2,2,1,1,5,1,2,3,2,2,2,2,2,2,1,1,1, ,2,1,3,7, ,6, ,1,1,2,1,1,2,3,3,2, , , , , , ,1,4,4,4,0,4, , , , , ,2,5,2,2,2,1, ,5, , , , , , , , , , , , , ,1959,60010,1,2,7,60084,17097,196,140,1698,A,3,0,1,0,0,1,2,0,0,0
012718,4,1,1,1,2,5,2,5,2,2, , , , , , ,6, , , , , , ,2,3,1,4,2,1,1,2,3,2,5,5,3,5,2,2,2,2,2,2,2,2,1,2,2, ,2,2,1,5,1,1, ,1,3,2,1,2,2,3,3,3, , , , , , , , , , , , ,2,1,1,2,1,2,4,2,1,1,1, ,14, , , , , , ,1, , , , ,5,3,1926,62223,1,2,5,62223,17163,760,626,4118,A,3,0,1,0,0,0,1,0,0,0
012745,1,2,2,2,3,3,2,3,2,5, , , , , , ,2, , , , , , ,1,3,2,3,2,2, ,2,2,2,2,3,3,2,1,3,2,1,1,1,2,2,2,1,2, ,1,1,2,1, ,1, ,2,2,2,2,1,1,2,2,3, , , , , , , , , , , , ,1,1,1,2,1,1,3,2,1,4, ,1,5, , , , , , , , , , , , , ,1949,60641,1,3,1,60641,17031,196,140,1698,A,3,0,1,0,0,1,2,0,0,0
012748,2,1,3,2,2,4,1,4,2,2,1,5, , , , ,3,4, , , , , ,2,1,1,2,4,1,1,2,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,1,2,2, ,2,2,1, ,6, ,2,2,2,2,2,2,3,1,1,1,3,3,3,2,1, , , , , , , , , , , ,1,6,3,3,2,1, ,14, , , , , , ,1, , , , ,2,3,1944,60175,1,2,6,60174,17089,196,140,1698,A,3,1,1,1,1,1,5,0,0,0
012765,4,3,3,1,3,3,2,5,1,6, , , , , , , , , , , , , ,1,3,2,4,2,2, ,2,1,5,2,5,4,5,5,4,2,2,1,2,2,2,2,2,2,2, ,2,3,1, ,1, ,1,1,1,1,1,2,2,2,1,1,3,0,3,3,3, , , , , , , , , , , ,2,3,6,1,5, ,3, , , , , , , , , , , , , , ,1957,62294,1,2,2,62294,17119,760,626,4118,A,3,0,0,0,0,0,0,1,0,1
012837,2,2,2,2,2,4,1,2,2,2, , , , , , ,6, , , , , , ,2,1,2,4,2,1,1,2,2,1,1,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2, ,2,1,5,1,1, ,1,1,2,1,2,2,2,3,3, , , , , , , , , , , , ,2,1,1,2,1,2,3,3,1,3,1, ,5, , , , , , , , , , , , , ,1950,60103,1,2,4,60103,17043,196,140,1698,A,3,0,1,0,0,0,1,0,0,0
012937,4,1,3,2,3,3,2,3,3,6, , , , , , , , , , , , , ,2,1,2,5, ,3, ,2,2,2,2,2,2,1,2,4,1,2,2,2,2,1,2,2,2,2, ,1,2,1, ,1, ,2,2,1,1,2,2,2,1,1,1,0,3,3,4,0, , , , , , , , , , , ,2,4,1,3,5, ,3, , , , , , , , , , , , , , ,1981,62902,1,3,1,62901,17077,662,544,9999,D,3,0,0,0,0,0,0,1,0,1
013069,2,2,2,2,2,3,2,3,4,6, , , , , , , , , , , , , ,2,3,2,3,2,1,1,1,1,2,2,2,3,3,5,2,2,2,2,2,2,2,1,1,1,2, ,1,1,2, ,2, ,1,1,3,3,2,2,2,1,2, , , , , , ,1,4,0,4,0,4, , , , , ,2,4,4,6,1,1, ,5, , , , , , , , , , , , , ,1964,60560,1,2,7,60543,17093,196,140,1698,A,3,0,0,0,0,0,0,1,0,1
013276,4,2,2,2,4,4,4,2,4,2, , , , , , ,7, , , , , , ,2,2,2,2,1,1,1,1,1,3,1,1,2,2,1,2,2,1,2,2,1,2,2,2,1,1, ,2,2,6, ,6, ,2,1,3,2,3,1,3,3,3, , , , , , , , , , , , ,1,2,1,1,1,2,3,5,7,1,1, ,7, , , , ,2, , , , , , ,3,3,1959,62010,1,2,6,62010,17119,760,626,4118,A,3,0,1,0,0,0,1,0,1,0
013305,1,2,2,2,3,3,2,2,4,2,3, , , , , ,6, , , , , , ,1,3,2,3,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2, ,2,2,7, ,6, ,1,1,1,3,2,1,2,2,1,2, , , , , , , , , , , , , , , , ,1,2,3,7,1,1, ,13, , , , , ,2, , , , , ,5,3,1923,60634,1,2,2,60641,17031,196,140,1698,A,3,0,1,1,0,0,2,0,0,0
013358,2,1,2,2,3,3,1,2,1,6, , , , , , , , , , , , , ,2,3,2,4,2,1,2,3,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2, ,2,2,1,7, ,6, ,1,1,2,4,2,2,3,1,1,1,0,3,2,0,3, , , , , , , , , , , ,2,2,3,3,3,1, ,3, ,1, , , , , , , , , ,2,3,1965,60426,7,2,4,60445,17031,196,140,1698,A,3,0,0,0,0,0,0,1,0,1
013407,3,2,2,1,2,3,3,5,4,6, , , , , , , , , , , , , ,3,3,2,5, ,1,1,1,3,1,1,3,3,4,3,2,1,1,2,1,2,2,1,1,2,2, ,2,2,2, ,2, ,2,1,2,2,2,1,3,3,1,2, , , , , , , , , , , , , , , , ,1,5,4,7,2,1, ,14, , , , , , ,1, , , , ,6,3,1920,61911,1,2,1,61911,17041,834,116,9999,D,3,0,0,0,0,0,0,1,0,1
013419,1,1,2,2,4,4,2,2,2,2, , , , , , ,6, , , , , , ,2,1,2,3,3,1,1,3,1,1,1,2,1,4,1,2,2,2,2,1,2,2,2,2,2,2, ,1,1,1, ,5, ,1,1,2,4,1,1,2,1,2, , , , , , ,1,0,4,4,5,0, , , , , ,2,4,4,1,1,1, ,3, ,1, , , , , , , , , ,2,3,1946,60649,2,2,3,60637,17031,196,140,1698,A,3,0,1,0,0,0,1,0,0,0
013433,3,2,2,3,2,4,1,1,4,2, , , , , , ,6, , , , , , ,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,2,2,1,2,2,1, ,2,1,2, ,2, ,1,1,2,1,4,1,2,2,3, , , , , , , , , , , , ,1,1,1,1,1,1,3,4,5,6, ,1,89, , , , , , , , , , , ,3,7,1959,60487,1,2,6,60423,17197,196,140,1698,A,3,0,1,0,0,0,1,0,0,0
013482,3,2,2,2,1,3,3,1,4,2,4,5,3, , , ,1, , , , , , ,2,2,2,2,1,1,1,3,1,3,3,3,3,3,3,2,1,1,1,1,1,1,1,2,2,2, ,2,2,7, ,6, ,1,1,3,3,4,1,3,3,2, , , , , , ,2, , , , , , , , , , ,1,4,5,4,1,1, ,3, ,4, , , , , , , , , ,1,3,1953,62521,1,2,7,62521,17115,834,116,1950,C,3,1,1,1,1,1,5,0,0,0
013528,3,1,2,1,3,3,3,3,1,6, , , , , , , , , , , , , ,2,3,3, ,4,2, ,2,3,2,5,2,5,5,5,5,1,1,1,1,1,1,1,2,2,1, ,1,2,1, ,6, ,2,2,3,2,4,1,1,1,3, , , , , , , , , , , , ,2,1,1,2,2,1,2,3,1,5, ,1,3, ,1, , , , , , , , , ,5,3,1946,60432,2,2,8,60435,17197,196,140,1698,A,3,0,0,0,0,0,0,1,0,1
013571,1,2,2,1,4,5,3,2,2,2,7, , , , , ,7, , , , , , ,1,3,3, ,3,1,1,3,2,1,2,2,1,2,1,3,1,2,1,2,2,1,2,1,2,1, ,1,2,2, ,1, ,1,1,2,3,2,2,3,3,1,2, , , , , , , , , , , , , , , , ,1,5,4,5,4, ,2, , , , , , , , , , , ,80, , ,1927,60659,3,2,8,60645,17031,196,140,1698,A,3,0,1,0,0,0,1,0,1,0
013581,2,1,2,2,1,3,2,2,1,2, , , , , , ,6, , , , , , ,2,3,1,4,2,1,2,2,1,1,2,1,1,2,1,1,2,2,1,2,2,2,1,1,1,1, ,1,2,1, ,1, ,1,1,1,1,2,2,1,1,2, , , , , , ,1,1,2,3,1,3, , , , , ,2,6,2,1,5, ,3, , , , , , , , , , , , , , ,1954,60540,1,2,1,60540,17043,196,140,1698,A,3,0,1,0,0,0,1,0,0,0
013586,2,2,2,2,3,3,2,2,4,5, , , , , , ,2,3, , , , , ,1,3,1,2,1,1,1,1,3,1,1,1,1,1,5,2,1,2,1,1,1,2,1,2,2, ,1,2,2,2, ,6, ,1,1,2,4,5,1,3,2,1,1,1,0,1,3,0, , , , , , , , , , , ,1,6,4,6,4, ,1,13, , , , , ,1, , , , , ,3,3,1936,60004,1,2,3,60004,17031,196,140,1698,A,3,0,1,1,0,1,3,0,0,0
013603,4,2,2,1,4,4,4,4,4,5,4,3,2,1, , ,6, , , , , , ,2,3,1,1,4,1,1,3,1,1,1,1,5,2,1,3,2,1,2,1,1,1,1,2,2, ,2,2,3,6, ,5, ,3,1,2,2,4,1,2,2,2, , , , , , ,1,4,4,4,4,4, , , , , ,1,3,5,8,1,1, ,3, ,4, , , , , , , , , ,2,5,1942,62281,7,2,8,62294,17119,760,626,4118,A,3,1,1,1,1,1,5,0,0,0
013613,3,3,2,2,3,3,2,2,3,3, , , , , , ,6, , , , , , ,1,3,1,2,3,1,1,3,2,4,1,1,4,5,1,2,2,2,2,2,2,2,3,1,1,2, ,1,2,2, ,2, ,1,1,1,1,2,1,3,1,1,1,4,4,4,4,4, , , , , , , , , , , ,1,2,2,5,3,1, ,13, , , , , ,2, , , , , ,5,3,1954,61102,1,7,7,61101,17201,744,616,4042,B,3,0,0,1,0,0,1,0,0,0
013737,4,2,2,2,4,2,2,3,2,2, , , , , , ,6, , , , , , ,1,2,1,2,4,2, ,2,3,2,2,2,3,2,1,2,2,2,2,2,2,2,2,2,1,1, ,2,2,7, ,6, ,1,1,1,1,2,1,2,3,1,1,0,3,2,1,1, , , , , , , , , , , ,2,3,3,2,5, ,1,14, , , , , , ,1, , , , ,2,3,1960,62801,1,2,3,62801,17121,760,626,9999,D,3,0,1,0,0,0,1,0,0,0
013752,2,2,2,1,1,3,3,2,3,2, , , , , , ,6, , , , , , ,2,1,1,3,4,1,1,1,1,1,2,3,3,2,3,2,2,2,2,1,2,1,1,1,2,2, ,2,1,2, ,2, ,1,1,2,2,4,2,3,3,3, , , , , , , , , , , , ,1,1,1,1,1,1,6,3,5,1,1, ,30, , , , , , , , , ,2, ,2,3,1931,60187,1,2,6,60189,17043,196,140,1698,A,3,0,1,0,0,0,1,0,0,0
013926,2,2,2,2,3,5,2,2,2,6, , , , , , , , , , , , , ,2,1,1,2,1,1,1,3,1,1,1,2,2,3,1,3,2,2,2,1,2,2,1,1,2, ,1,1,1,3,1,4,1,1,1,2,2,2,2,3,3,1,1,3,0,3,1,2, , , , , , , , , , , ,1,3,3,4,1,1, ,5, , , , , , , , , , , , , ,1928,60030,1,2,3,60030,17097,196,140,1698,A,3,0,0,0,0,0,0,1,0,1
013937,3,2,2,3,3,5,2,3,4,6, , , , , , , , , , , , , ,2,1,2,5, ,1,1,1,2,1,1,1,2,1,3,2,2,2,2,2,2,2,1,2,2, ,2,1,2,1, ,2, ,1,1,2,3,4,1,3,3,2, , , , , , ,1,4,1,4,2,2, , , , , ,1,2,5,6,4, ,1,2, , , , , , , , , , , ,2,6,1965,61087,1,3,3,61087,17085,246,192,9999,D,3,0,0,0,0,0,0,1,0,1
014010,1,3,2,2,4,4,3,5,5,7, , , , , , ,6, , , , , , ,2,1,3, ,4,4, ,3,2,1,1,1,2,4,1,2,2,2,1,2,1,1,1,2,2,2, ,2,2,6, ,6, ,1,1,3,3,4,2,3,1,3, , , , , , , , , , , , ,1,1,1,3,2,1,3,5,8,5, ,1,80, , , , , , , , , , , ,2,2,1936,60653,2,3,1,60653,17031,196,140,1698,A,3,0,0,0,0,0,0,0,1,1
014110,1,1,1,1,2,5,5,5,1,6, , , , , , , , , , , , , ,3,3,3, ,2,1,3,2,3,5,5,1,2,5,5,5,3,3,3,3,3,3,1,2,2,2, ,1,2,1, ,1, ,3,3,4,3,5,3,3,3,2, , , , , , ,1,0,4,5,5,1, , , , , ,2,4,4,1,1,2, , , , , , , , , , , , ,5, , ,1917,99999,1,3,8,60657,17031,196,140,1698,A,3,0,0,0,0,0,0,1,0,1
014125,3,2,2,2,3,3,3,1,4,6, , , , , , , , , , , , , ,2,2,3, ,1,1,1,1,2,2,4,4,2,2,3,2,1,1,2,2,2,2,1,2,2, ,2,1,1,2, ,2, ,1,1,2,3,2,1,2,2,3, , , , , , , , , , , , ,1,2,1,1,2,2,4,4,7,3,1, ,13, , , , , ,1, , , , , ,5,3,1965,60423,1,2,8,60423,17197,196,140,1698,A,3,0,0,0,0,0,0,1,0,1
014155,3,1,2,1,2,4,2,4,2,2,1, , , , , ,6, , , , , , ,2,1,1,4,2,1,1,2,2,1,2,2,2,2,1,3,2,2,2,2,2,2,2,2,2, ,2,1,1,7, ,1, ,2,2,1,1,1,2,3,1,3, , , , , , , , , , , , ,1,1,1,2,2,1,3,4,1,3,1, ,5, , , , , , , , , , , , , ,1952,60050,1,2,2,60050,17111,196,140,1698,A,3,1,1,0,0,0,2,0,0,0
014165,2,2,2,2,2,3,2,3,4,2,5, , , , , ,6, , , , , , ,2,3,2,1,3,1,1,1,3,1,2,1,2,5,1,2,1,2,2,2,1,2,1,1,2,2, ,2,2,7, ,6, ,1,1,2,3,3,2,2,2,2, , , , , , ,2, , , , , , , , , , ,1,5,4,5,1,1, ,16, , , , , , , , , , , ,7,7,1952,60540,1,2,7,60565,17043,196,140,1698,A,3,0,1,0,0,1,2,0,0,0
014188,4,2,2,2,3,3,4,5,3,6, , , , , , , , , , , , , ,2,1,2,2,3,1,1,1,2,1,1,1,1,1,1,2,2,3,2,1,2,2,3,2,2,1, ,2,1,5,2,2, ,2,3,2,2,1,1,2,2,2, , , , , , ,1,4,4,4,4,4, , , , , ,2,4,4,5,1,1, ,3, ,1, , , , , , , , , ,1,3,1900,62896,1,2,8,62896,17055,662,544,9999,D,3,0,0,0,0,0,0,1,0,1
014202,2,1,1,1,2,3,2,2,1,2,3, , , , , ,6, , , , , , ,2,3,2,3,2,1,1,2,4,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1, ,1,1,2,1, ,1, ,2,2,1,1,2,1,3,3,3, , , , , , , , , , , , ,1,1,1,2,1,1,6,2,1,3,1, ,19, , , , , , , ,1, , , ,6,3,1977,60076,3,2,6,60076,17031,196,140,1698,A,3,0,1,1,0,0,2,0,0,0
014293,3,3,2,2,3,4,5,2,1,2,5, , , , , ,6, , , , , , ,2,1,1,4,2,1,1,2,3,2,1,1,1,4,1,3,2,2,2,2,2,2,2,1,1,1, ,3,2,7, ,1, ,2,2,1,1,1,2,3,3,2, , , , , , ,1,0,4,4,0,2, , , , , ,2,6,1,3,5, ,3, , , , , , , , , , , , , , ,1954,61821,6,2,4,61821,17019,834,116,1658,C,3,0,1,0,0,1,2,0,0,0
014376,2,2,2,3,2,3,2,2,4,2,1,3, , , , ,6, , , , , , ,3,3,1,1,1,1,1,1,3,1,1,5,5,2,5,2,1,1,2,1,1,2,1,2,2, ,2,2,2,2, ,2, ,1,1,2,2,2,2,2,2,3, , , , , , , , , , , , ,3,2,1,1,3,2,5,4,4,5, ,1,16, , , , , , , , , , , ,5,3,1954,60563,7,2,8,60563,17043,196,140,1698,A,3,1,1,1,0,0,3,0,0,0
014392,3,2,2,2,4,3,2,3,3,2, , , , , , ,6, , , , , , ,2,3,2,5, ,1,1,3,3,1,1,2,1,3,1,3,2,1,2,1,2,2,2,2,1,2, ,2,3,2, ,6, ,1,1,2,2,2,1,2,3,3, , , , , , , , , , , , ,1,1,1,1,1,2,3,3,4,1,1, ,80, , , , , , , , , , , ,2,3,1952,61870,1,2,4,61870,17183,834,116,1918,C,3,0,1,0,0,0,1,0,0,0
014516,4,2,2,2,5,5,5,5,4,2, , , , , , ,6, , , , , , ,2,3,1,1,1,1,1,1,1,2,2,2,5,2,1,2,2,1,1,2,2,2,2,2,2,2, ,1,2,2, ,2, ,1,1,2,2,2,1,2,3,3, , , , , , , , , , , , ,1,2,1,1,1,2,3,3,5,5, ,1,88, , , , , , , , , , , ,3,3,1941,62966,1,2,2,62966,17077,662,544,9999,D,3,0,1,0,0,0,1,0,0,0
014519,3,2,2,1,2,5,5,5,2,6, , , , , , , , , , , , , ,2,1,2,3,2,1,3,2,2,1,1,1,5,5,1,2,2,2,2,1,2,2,1,2,2, ,1,2,1,1, ,1, ,1,1,1,3,2,1,2,3,1,1,0,3,3,0,3, , , , , , , , , , , ,2,3,6,1,2,1, ,18, , , , , , , , , , , ,2,5,1942,62056,1,5,8,62056,17135,834,626,9999,D,3,0,0,0,0,0,0,1,0,1
014634,4,3,2,3,3,4,2,5,3,6, , , , , , , , , , , , , ,2,3,2,3,2,2, ,2,2,1,5,1,2,2,1,2,2,2,2,2,2,2,2,3,2, ,1,2,2,5,1,6, ,1,1,2,2,2,1,2,3,2, , , , , , ,1,5,5,5,5,5, , , , , ,2,2,2,3,1,1, ,3, ,2, , , , , , , , , ,2,3,1927,62035,1,2,8,62035,17119,760,626,4118,A,3,0,0,0,0,0,0,1,0,1
014649,2,2,2,2,3,3,2,2,4,6, , , , , , , , , , , , , ,2,3,2,5, ,1,2,1,1,2,2,2,2,3,2,2,2,1,2,1,2,2,1,2,2, ,2,1,1,2, ,2, ,1,1,3,3,3,2,3,3,2, , , , , , ,1,4,2,4,2,4, , , , , ,1,6,4,6,1,1, ,5, , , , , , , , , , , , , ,1968,60543,1,2,5,60543,17093,196,140,1698,A,3,0,0,0,0,0,0,1,0,1
014659,3,3,3,1,2,4,1,2,1,6, , , , , , , , , , , , , ,3,4,1,4,2,1,1,2,3,2,2,1,1,1,1,3,2,2,2,1,2,2,1,1,1,2, ,2,2,6, ,1, ,2,1,1,1,1,2,3,3,2, , , , , , ,1,1,2,3,0,5, , , , , ,2,6,2,4,3,2, , , , , , , , , , , , ,5, , ,1948,62704,1,2,8,62704,17167,834,116,4410,C,3,0,0,0,0,0,0,1,0,1
014670,2,2,2,2,4,4,5,3,4,6, , , , , , , , , , , , , ,2,1,1,1,1,1,3,1,1,2,1,4,4,4,2,3,2,2,2,2,2,2,1,2,2,2, ,2,2,2, ,2, ,1,2,2,3,2,1,2,2,1,1,3,0,3,4,3, , , , , , , , , , , ,2,2,3,4,4, ,1,13, , , , , ,2, , , , , ,2,3,1938,60559,1,2,1,60515,17043,196,140,1698,A,3,0,0,0,0,0,0,1,0,1
014777,1,2,2,2,3,5,2,3,2,2,5, , , , , ,3, , , , , , ,2,3,3, ,2,1,1,2,2,1,2,1,2,4,1,2,2,1,2,1,2,2,2,2,2,1, ,2,2,1, ,5, ,2,2,2,2,2,2,1,1,1,1,0,3,3,0,0, , , , , , , , , , , ,2,3,3,1,5, ,1,16, , , , , , , , , , , ,5,3,1967,60616,2,3,4,60616,17031,196,140,1698,A,3,0,1,1,0,1,3,0,0,0
014797,4,2,2,2,5,4,3,3,3,2, , , , , , ,6, , , , , , ,2,1,1,4,2,1,1,3,2,2,5,5,4,2,1,2,1,1,2,1,1,1,1,2,1,2, ,2,1,3,3,4,3,1,1,1,3,3,1,3,2,1,1,2,1,0,1,0, , , , , , , , , , , ,1,5,2,4,5, ,3, , , , , , , , , , , , , , ,1953,62959,1,2,8,62959,17199,662,544,9999,C,3,0,1,0,0,0,1,0,0,0
014848,1,2,3,2,4,3,3,2,3,1,2,3,7, , , ,6, , , , , , ,2,3,4, ,4,1,1,3,3,3,3,1,4,1,1,2,2,2,2,2,2,2,2,2,2, ,2,1,2,1, ,6, ,2,2,1,2,2,1,2,3,1,1,2,1,3,4,3, , , , , , , , , , , ,2,3,3,5,2,1, ,5, , , , , , , , , , , , , ,1945,60617,6,2,1,60617,17031,196,140,1698,A,3,1,1,1,0,0,3,0,1,0
