DownSt_NW,vet_1recodecol,vet_2recodecol,Area618,AreaSE618,Longitude,DownSt_South,UnionDum,pen_bnkil_dum,Area4,id,area,type,cell,safe,spk_youngest,reg_voter,gender,rwdirusa,rwdiril,rwdirlocal,qlife,app_gov_rau,app_ussen_kirk,app_pres_oba,app_ussen_dur,fix_deficit_il,cuts_K12,cuts_he,cuts_uni31,cuts_cops,cuts_parks,cuts_poor,cuts_dis,pen_cuts,tax_gas10,tax_services,gamble_exp,tax_ret_inc,tax_ret_inc50K,tax_inc_temp,tax_temp_inc45,tax_inc_mil,tax_inc_grad,frack_know,frack_safe,frack_bene,grow_dt,safe_walk,mod_trans,mod_trans_other,prefer_cars,local_food,vet_greatest,vet_greatest_other,vet_2ndgreat,vet_2ndgreat_other,news_social,news_nat_paper,news_loc_paper,news_nat_tv,news_loc_tv,news_nat_radio,news_loc_radio,news_online_cons,news_online_libs,social_shrviews,pens_bnkrpt_il,pens_bnkrpt_chi,abort_leg,lg_rights,feel_priv_union,feel_pub_unioin,feel_muslims,feel_lds,education,ideology2,party_leans,employ_time,employ_type,retired_type,union,relig_often,relig_1,relig_2,born_again,vet_you,vet_family,zip,age_cat,birth_yr,rac_eth1,rac_eth_other,neighborhood,hhinc1,party_aff1,ideology,vet_self,vet_dum_ue,vet_dum_underem,vet_dum_ptsd,vet_dum_va,vet_dum_phy,vet_dum_vbi,vet_dum_homeless,vet_dum_tech,vet_dum_college,vet_dum_sui,vet_dum_drug,vet_dum_famrel,vet_dum_other,vet_dum_DKNR,vet_1recode,vet_2recode,vet_cc_econ,vet_cc_mental,vet_cc_health,vet_cc_va,vet_cc_edu,vet_cc_other,vet_cc_DKNR,vet_cc_respect,N3_cat,N4_cat,City,County,Latitude,Chicago,CollarCounty,Cook_NoChi,Chi_Suburbs,DownState,area_chi,area_suburbs,area_downstate,vet_family2,AreaCode,vet_va_health,app_rau_col,app_kirk_col,app_oba_col,app_dur_col,vet_you_fam,feel_priv_col,feel_pub_col,feel_mus_col,feel_lds_col,RE_Col,usa_1,rway_usa,rway_il,rway_local,N3_B,RE_W,N3_ORE,RE_B,N3_W,RE_ORE,Age_col,Age__1,Age__2,Age__3,Age__4,HHI_Col,BA_yes,Female,Emp__FT,Emp__PT,Emp__Ret,Emp__Not,Emp__DKNR,Dem,Ind,Rep,Party__DKNR,Lib,Mod,Con,vet_va_health2,Generation,hhinc,party_aff,rac_eth
1,3,3,0,0,88.97,0,1,0,2,059793,2,2,1,1, ,1,1,1,2,1,3,1,3,4,5,2,2,2,1,3,1,3,2,2,1,2,1,2,2,1, ,1,1,2,3,2,2,1,1, ,3,2,6, ,5, ,0,7,7,7,7,0,0,0,0,3,2,2,2,4,1,1,2,2,3,1,4,1,1, ,1,4, ,1,2,2,1,61701,9,1950,1, ,9,5,2,1,1, , , , ,1,1, , , , , , , , ,6,5,0,0,1,0,0,0,0,0,2,4,Bloomington,McLean,40.47,0,0,0, , , , , ,1,309,1,1,2,3,3,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,3,0,0,1,0,4,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,2,2,2,1
1,9,9,0,0,88.11,0,0,1,2,064805,2,1, , ,1,1,1,3,1,1,2,3,9,2,3,5,2,3,2,2,3,3,3,3,2,1,1,2,1,2,4,2,2,1,2,2,1,2,1, ,2,3,14, , , ,7,6,7,0,0,3,3,0,0,2,1,1,2,1,3,4,5,5,6,4,4,1,1, ,2,3,2, , ,5,1,60073,8,1955,7, ,9,9,2,3,2, , , , , , , , , , , , , ,1,14,14,0,0,0,0,0,0,1,0,2,4,Round Lake,Lake,42.34,0,1,0, , , , , ,1,847773224,0,2,9,1,2,3,2,2,5,5, ,3, ,1,1,0, ,1, ,0, ,3,0,0,1,0, , ,0,1,0,0,0,0,0,1,0,0,0,0,1,2,2,9,2,7
1,1,3,0,0,88.07,0,0,1,2,071355,2,1, , ,1,1,2,2,2,2,2,4,1,1,3,2,2,2,2,2,2,2,2,2,1,1,1,1, ,2,2,1,1,1,2,1,3,1,1, ,1,2,1, ,4, ,2,0,0,6,1,6,1,4,1,1,1,1,2,2,3,4,4,3,1,4,5,1,4, ,2,1,1, ,1,5,1,60002,10,1946,1, ,8,4,3,3,2,1, , ,1, , , , , , , , , , ,1,4,1,0,0,1,0,0,0,0,3,3,Antioch,Lake,42.47,0,1,0, , , , , ,1,847224,1,3,1,1,2,3,2,2,2,2,1,2,0,0,0,0,1,0,0,1,0,4,0,0,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,2,3,1
1,1,3,0,0,88.42,0,0, ,3,065651,3,1, , ,1,1,2,1,2,1,2,1,2,5,5,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1, ,1,1,2,4,2,2,1,1, ,1,2,1, ,4, ,0,1,0,7,7,0,0,0,1,1,3,3,1,1,1,1,1,1,3,1,1,1,1, ,2,5, ,1,2,5,1,60450,9,1953,1, ,8,5,1,1,2,1, , ,1, , , , , , , , , , ,1,4,1,0,0,1,0,0,0,0,3,3,Morris,Grundy,41.36,0,0,0, , , , , ,1,815,1,1,1,3,3,3,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,3,0,0,1,0,4,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,2,2,1,1
1,9,9,0,0,88.64,0,0,0,3,068612,3,1, , ,1,1,2,2,3,1,3,9,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,1, ,2,3,2,1,2,2,1,1,1,1, ,2,3,14, , , ,0,0,0,7,7,7,0,0,0,3,2,3,1,2,2,1,4,3,2,4,5,1,3, ,2,3,1, ,3,5,1,60520,9,1950,1, ,8,6,3,3,2, , , , , , , , , , , , , ,1,14,14,0,0,0,0,0,0,1,0,3,3,Hinckley,Dekalb,41.76,0,0,0, , , , , ,1,815,0,9,1,1,1,3,1,1,2,2,1,2,0, ,1,0,1,0,0,1,0,3,0,0,1,0,5, ,1,1,0,0,0,0,0,0,1,0,0,0,1,2,2,3,3,1
1,2,1,0,0,88.29,0,0,0,3,071645,3,1, , ,1,1,1,1,2,1,1,1,1,5,5,3,2,2,2,2,2,1,2,3,1,1,1,2,1,2,2,1,1,1,4,2,3,1,1, ,2,2,3, ,1, ,7,7,7,7,7,7,7,7,7,1,2,2,1,1,1,1,2,1,6,3,3,1,1, ,2,3,1, ,2,5,1,60051,9,1954,1, ,7,5,1,2,2,1, ,1, , , , , , , , , , , ,3,1,1,1,0,0,0,0,0,0,3,3,Mchenry,McHenry,42.34,0,1,0, , , , , ,1,815,0,1,1,3,3,3,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,3,0,0,1,0,4,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2,2,2,1,1
1,3,9,0,0,89.6,0,0,0,3,073141,3,1, , ,1,1,1,1,3,1,3,4,9,4,9,3,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,1,1,4,5,3,2,2,1, ,1,3,4, ,14, ,0,7,7,7,7,2,2,0,0,1,2,2,2,1,4,2,1,2,3,2,1,1,2, ,2,5, ,3, ,2,1,61603,7,1962,2, ,3,4,1,1,1, , , ,1, , , , , , , , , ,1,4,14,0,0,0,1,0,0,1,0,1,1,Peoria,Peoria,40.74,0,0,0, , , , , ,1,309,1,3,9,3,9,1,2,1,1,1,2,1,1, ,1,1,0,0,1,0,0,3,0,0,1,0,3, ,0,1,0,0,0,0,1,0,0,0,1,0,0,1,2,2,1,2
1,1,1,0,0,87.78,0,0,1,2,063060,2,1, , ,1,1,1,2,2,1,1,9,2,5,5,2,2,2,2,2,2,2,2,1,1,1,2,1, ,1, ,1,1,1,2,2,2,2,4, ,2,3,1, ,2, ,0,4,1,7,0,2,0,1,2,3,1,1,2,1,2,2,5,2,5,2,2,3, ,4,2,3,1, ,2,2,2,60053,13,1921,1, ,7,6,1,1,1,1,1, , , , , , , , , , , , ,1,2,1,0,0,0,0,0,0,0,3,3,Morton Grove,Cook,42.04,0,0,1,1,0, , , ,2,847224,0,9,1,3,3,2,1,1,5,1,1,2,0,0,1,0,1,0,0,1,0,4,0,0,0,1,5,0,0,0,0,1,0,0,1,0,0,0,1,0,0,2,1,3,1,1
1,1,1,0,0,87.66,0,0,1,2,069184,2,1, , ,1,1,1,2,2,2,3,9,9,1,1,3,3,3,3,2,1,2,2,1,2,2,1,2,2,2,4,2,2,1,1,1,2,6,1, ,3,3,1, ,2, ,0,0,7,7,7,4,5,0,0,4,1,1,2,2,4,4,3,5,6,5,8,3, ,1,2,3,1, ,2,5,1,60430,14,0,1, ,7,6,9,3,2,1,1, , , , , , , , , , , , ,1,2,1,0,0,0,0,0,0,0,3,3,Homewood,Cook,41.55,0,0,1,1,0, , , ,1,708,0,9,9,1,1,3,2,2,2,5,1,2,0,0,0,0,1,0,0,1,0, , , , , ,5,0,0,0,0,1,0,0, , , , ,0,0,1,2,0,3,9,1
1,2,9,0,0,89.6,0,1,0,3,075504,3,2,1,1, ,1,1,1,2,1,2,1,4,5,5,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1, ,1,1,1,2,2,1,1,1, ,2,3,3, ,14, ,1,1,7,7,7,2,2,0,0,1,2,2,2,1,1,1,2,5,3,2,1,1,1, ,1,4, ,1,2,2,1,61603,6,1969,1, ,9,4,1,1,1, , ,1, , , , , , , , , , ,1,3,14,0,1,0,0,0,0,1,0,2,4,Peoria,Peoria,40.74,0,0,0, , , , , ,1,309,0,1,3,3,3,1,1,1,1,5,1,1,1,0,1,0,1,1,0,0,0,3,0,0,1,0,3,0,0,1,0,0,0,0,1,0,0,0,1,0,0,2,3,2,1,1
 ,2,2,0,0,89.82,0,0,1,3,064305,3,1, , ,1,1,2,2,3,1,2,9,3,1,4,3,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,1,3,5,2,2,1,1, ,2,2,3, ,13,GETTING BACK TO REGULAR LIFE,0,0,7,0,7,0,2,0,0,3,1,1,3,4,5,5,5,5,2,2,5,3, ,3,2,1,1, ,2,5,2,61048,11,1944,1, ,8,8,3,1,2, , ,1, , , , , , , , , ,1, ,3,16,0,1,0,0,0,0,0,0,3,3,Lena,Stephenson,42.38,0,0,0, , , , , ,2,815773,0,9,2,1,3,4,5,5,5,5,1,2,0, ,1,0,1,0,0,1,0,4,0,0,0,1, ,0,1,0,0,1,0,0,0,0,1,0,1,0,0,2,1,9,3,1
 ,9,9,1,0,89.24,1, , ,4,066180,3,1, , ,1,1,2,2,3,3,3,9,9,1,9,4,2,3,3,3,3,2,2,2,2,1,2,2,1,3, ,1,1,5,5,1,1,4,7,SON GETS EVERYTHING FOR ME,1,2,14, , , ,0,0,3,7,7,7,7,0,0,3,3,3,3,3,5,5,5,5,1,5,7,3, ,4,3,1,2, , ,5,1,62906,13,1928,1, ,8,8,3,3,2, , , , , , , , , , , , , ,1,14,14,0,0,0,0,0,0,1,0,3,3,Anna,Union,37.46,0,0,0, , , , , ,1,618,0,9,9,1,9,3,5,5,5,5,1,2,0, , ,0,1,0,0,1,0,4,0,0,0,1, , ,1,0,0,1,0,0,0,0,1,0,0,0,1,2,1,9,3,1
1,9,9,0,0,89.6,0,0,0,3,069935,3,1, , ,1,1,2,3,1,1,5,4,9,4,5,4,2,2,2,2,2,2,2,2,2,1,1,1, ,1, ,1,1,2,2,2,2,2,1, ,2,2,14, , , ,3,0,0,3,5,0,0,0,0,2,2,3,2,1,2,2,2,2,2,4,3,1,1, ,2,4, ,2, ,5,1,61614,8,1958,4, ,7,3,1,3,2, , , , , , , , , , , , , ,1,14,14,0,0,0,0,0,0,1,0,3,3,Peoria,Peoria,40.74,0,0,0, , , , , ,1,309,0,3,9,3,3,3,1,1,1,1,3,3, ,1,1,0,0,0,0,1,1,3,0,0,1,0,2, ,1,1,0,0,0,0,1,0,0,0,0,0,1,2,2,1,1,3
 ,2,1,0,0,90.23,1,0,0,4,072800,3,1, , ,1,1,2,2,1,1,4,4,9,1,1,3,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,1,1,2,5,1,3,1,1, ,2,2,3, ,7, ,7,0,7,4,6,0,0,7,7,1,2,2,2,1,3,2,2,2,3,3,7,1,1, ,2,5, ,1,1,5,1,62650,6,1969,1, ,9,1,3,2,2, , ,1, , , ,1, , , , , , , ,3,7,1,1,0,0,0,0,0,0,2,4,Jacksonville,Morgan,39.72,0,0,0, , , , , ,1,217,0,3,9,1,1,3,2,1,1,1,1,2,0,1,1,0,1,1,0,0,0,3,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,2,3,1,3,1
1,3,1,0,0,88.29,0, ,1,2,200060,2,2,1,1, ,1,1,1,1,1,1,4,5,5,5,2,1,1,1,1,1,1,1,1,2,1,1,1, ,1, ,2,1,2,3,2,1,3,1, ,2,2,4, ,1, ,9,2,2,7,7,4,2,2,3,1,1,2,3,3,4,4,4,4,1,5,1,4, , , ,1,1, ,1,5,1,60505,11,1940,4, ,4,1,1,3,2,1, , ,1, , , , , , , , , , ,4,1,1,0,0,1,0,0,0,0,2,2,Aurora,Kane,41.76,0,1,0, , , , , ,1,630312331,1,3,3,3,3,3,2,2,2,2,3,1,1,1,1,0,0,1,0,0,1,4,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,3
1,3,8,0,0,87.68,0,0,1,2,200091,2,1, , ,1,1,2,2,2,2,2,4,2,5,2,2,1,1,1,1,2,1,1,1,1,1,2,1, ,1, ,2,1,4,1,1,3,1,2, ,2,2,4, ,13,NO ATTENTION TO GIVE TO OLDER PEOPLE,0,7,7,7,7,0,0,0,0,1,1,1,2,2,3,4,4,4,2,5,2,3, ,1,2,5, ,2, ,5,2,60634,10,1946,4, ,5,9,1,3,2, , , ,1, , , , , , , , ,1, ,4,13,0,0,0,1,0,1,0,0,2,2,Chicago,Cook,41.83,1,0,0, , , , , ,2,312773847,1,3,1,3,1,4,2,2,2,2,3,2,0,0,0,0,0,1,0,0,1,4,0,0,0,1, , ,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,9,1,3
1,3,5,0,0,88.02,0,0,0,2,200055,2,2,1,1, ,1,2,1,1,1,3,5,4,5,4,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,3,1,1,2,4,2,1,1,1, ,2,2,4, ,13,THEY DON'T HAVE THE GOVERMENTS HELP,7,3,7,7,7,7,7,0,0,1,2,2,3,3,3,3,2,4,3,4,3,1,1, ,2,1,1, ,2,5,2,60008,6,1967,4, ,6,1,1,3,2, , , ,1, , , , , , , , ,1, ,4,18,0,0,0,1,0,0,0,1,2,2,Rolling Meadows,Cook,42.07,0,0,1,1,0, , , ,2,708847312224,1,3,3,3,3,4,2,2,1,2,3,1,1,1,1,0,0,1,0,0,1,3,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,3,1,1,3
1,1,3,0,0,87.73,0,1,1,2,076299,2,1, , ,1,1,1,2,2,2,5,4,4,5,2,2,2,2,2,2,2,2,2,3,2,1,1,2,1,2,3,1,1,3,2,1,3,1,5, ,2,2,2, ,4, ,0,7,7,7,7,3,3,3,4,3,1,1,1,1,2,2,2,1,2,3,3,3, ,1,1,4, ,1,2,5,1,60803,8,1956,1, ,7,2,1,2,2, ,1, ,1, , , , , , , , , , ,2,4,1,0,0,1,0,0,0,0,3,3,Alsip,Cook,41.67,0,0,1,1,0, , , ,1,708,1,3,3,3,1,3,1,1,1,1,1,2,0,0,0,0,1,0,0,1,0,3,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,2,1,1,1
1,3,2,0,0,88.12,0,0,1,2,076617,2,1, , ,1,1,2,2,1,1,3,5,3,1,1,3,1,2,2,2,2,2,2,1,2,2,2,2,2,2,4,2,2,2,2,1,2,1,1, ,1,3,4, ,12, ,2,0,0,7,7,7,9,1,1,1,1,1,2,2,3,3,5,5,3,4,5,3, ,1,2,5, ,2, ,5,1,60010,14,0,1, ,7,4,3,3,2, , , ,1, , , , , , , ,1, , ,4,12,0,1,0,1,0,0,0,0,3,3,Barrington,Cook,42.15,0,0,1,1,0, , , ,1,847630312224,1,3,2,1,1,3,2,2,5,5,1,2,0,1,1,0,1,0,0,1,0, , , , , ,3, ,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,2,3,1
1,2,1,0,0,87.97,0,1,1,2,077006,2,1, , ,1,1,2,2,2,1,2,2,9,2,9,2,2,1,2,2,2,2,2,1,2,1,1,2,1,2,2,1,1,2,3,2,1,1,1, ,2,3,3, ,1, ,1,1,1,7,7,1,0,0,0,2,1,1,1,1,2,1,1,1,6,4,5,1,1, ,1,1,1, ,2,5,2,60561,7,1961,1, ,8,7,3,3,2,1, ,1, , , , , , , , , , , ,3,1,1,1,0,0,0,0,0,0,3,3,Darien,Dupage,41.74,0,0,0, , , , , ,2,312630708,0,1,9,1,9,4,1,1,1,1,1,2,0,0,1,0,1,0,0,1,0,3,0,0,1,0,5,0,1,1,0,0,0,0,0,0,1,0,0,0,1,2,2,4,3,1
1,3,8,0,0,87.68,0,0,0,2,079602,2,1, , ,1,1,2,2,2,2,4,3,1,2,2,4,2,2,3,2,2,2,2,2,1,1,2,1, ,1, ,3,2,3,4,3,1,4,1, ,1,2,6, ,13,HELP MAKE LIFE EASY,7,7,5,0,5,0,2,0,0,3,2,1,3,3,5,4,4,4,1,6,1,3, ,4,2,1,1, ,1,5,1,60621,13,1930,2, ,2,8,1,9,2, , , , , ,1, , , , , , ,1, ,6,13,0,0,1,0,0,1,0,0,1,1,Chicago,Cook,41.83,1,0,0, , , , , ,1,773312,1,2,1,1,1,3,5,2,2,2,2,2,0,0,0,1,0,0,1,0,0,4,0,0,0,1, ,1,1,0,0,1,0,0,1,0,0,0, , , ,1,1,9,1,2
1,3,1,0,0,87.68,0,1,0,2,078407,2,1, , ,1,1,2,2,2,2,3,5,9,2,9,2,1,1,1,1,2,1,2,2,2,2,1,2,2,3, ,1,1,4,5,3,5,1,1, ,2,4,4, ,1, ,0,7,7,0,0,7,7,0,0,3,2,1,1,1,3,5,3,3,2,6,5,3, ,1,1,5, ,1,2,5,2,60634,10,1945,1, ,7,3,3,9,2,1, , ,1, , , , , , , , , , ,4,1,1,0,0,1,0,0,0,0,3,3,Chicago,Cook,41.83,1,0,0, , , , , ,2,312773847,1,3,9,1,9,4,2,5,2,2,1,2,0,0,0,0,1,0,0,1,0,4,0,0,0,1,2,0,1,0,0,1,0,0,0,0,1,0, , , ,1,1,1,3,1
1,9,9,0,0,88.08,0,0,1,2,082956,2,1, , ,1,1,2,2,1,1,2,4,4,2,4,2,2,2,2,2,2,2,2,1,2,1,1,2,1,1, ,2,1,4,2,1,4,2,1, ,1,2,14, , , ,5,5,0,5,0,5,3,0,0,1,1,1,1,1,2,3,4,3,6,4,7,1,1, ,2,4, ,2, ,5,2,60173,5,1970,7, ,8,9,3,3,2, , , , , , , , , , , , , ,1,14,14,0,0,0,0,0,0,1,0,3,3,Schaumburg,Cook,42.03,0,0,1,1,0, , , ,2,708847773630224,0,3,3,1,3,4,1,2,2,2, ,2,0,1,1,0, ,0, ,1, ,2,0,1,0,0, , ,1,1,0,0,0,0,0,0,1,0,0,0,1,2,3,9,3,7
 ,3,1,0,0,87.68,0, ,0,1,078952,1,1, , ,1,1,2,2,2,2,3,3,3,3,4,2,2,1,2,1,1,1,2,2,2,2,1,2,2,2,4,1,1,2,3,2,2,2,1, ,2,2,4, ,7, ,2,5,7,5,4,0,4,0,0,3,2,2,2,2,5,5,5,5,6,3,9,5, , , ,6, ,9, ,5,1,60605,14,0,7, ,7,9,9,2,2, , , ,1, , ,1, , , , , , , ,4,7,1,0,0,1,0,0,0,0,3,3,Chicago,Cook,41.83,1,0,0, , , , , ,1,312773217630708,1,2,2,2,3,3,5,5,5,5, ,2,0,0,0,0, ,0, ,1, , , , , , , , ,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,9,9,7
1,1,1,0,0,87.97,0, ,1,2,072417,2,1, , ,1,1,2,2,1,1,4,4,4,1,4,2,2,2,1,2,1,2,2,1,2,2,1,2,1,2,4,1,1,2,2,1,2,1,5, ,2,2,1, ,7, ,7,7,7,7,7,7,7,3,3,1,1,1,2,3,2,2,2,2,2,2,6,4, , , ,5, ,2, ,5,2,60559,9,1952,1, ,7,3,3,1,2,1, , , , , ,1, , , , , , , ,1,7,1,0,0,0,0,0,0,0,3,3,Westmont,Dupage,41.79,0,0,0, , , , , ,2,630,0,3,3,1,3,4,1,1,1,1,1,2,0,1,1,0,1,0,0,1,0,3,0,0,1,0,2, ,1,0,0,0,1,0,0,0,1,0,1,0,0,2,2,1,3,1
 ,1,2,0,0,87.68,0,0,1,1,075997,1,1, , ,1,1,2,2,2,1,2,9,4,2,5,3,2,1,3,2,1,2,2,1,1,2,2,1, ,1, ,1,1,2,3,2,3,2,5, ,2,2,1, ,3, ,7,7,4,7,5,7,7,2,3,4,1,1,1,1,3,3,3,2,5,1,1,3, ,1,2,5, ,2, ,5,2,60611,10,1947,1, ,8,2,1,1,2,1, ,1, , , , , , , , , , , ,1,3,1,1,0,0,0,0,0,0,3,3,Chicago,Cook,41.83,1,0,0, , , , , ,2,312773630,0,9,3,1,3,4,2,2,2,1,1,2,0,0,1,0,1,0,0,1,0,4,0,0,0,1,1, ,1,0,0,1,0,0,1,0,0,0,1,0,0,2,2,1,1,1
 ,2,1,0,0,87.68,0, ,1,1,077689,1,1, , ,1,1,2,2,2,3,1,9,4,4,5,3,2,2,2,2,2,2,2,1,1,1,1,2,1,1, ,2,2,1,2,1,2,2,5, ,2,2,12, ,1, ,0,7,7,7,5,5,0,0,0,3,1,1,1,1,4,3,1,2,5,3,1,4, , , ,4, ,2, ,5,2,60611,14,0,1, ,8,7,1,2,2,1, , , , , , , , , , ,1, , ,12,1,1,1,0,0,0,0,0,0,3,3,Chicago,Cook,41.83,1,0,0, , , , , ,2,312773630,0,9,3,3,3,4,2,2,1,1,1,2,0,0, ,0,1,0,0,1,0, , , , , ,5, ,1,0,0,0,1,0,1,0,0,0,0,1,0,2,0,4,1,1
 ,8,1,0,0,87.68,0,0, ,1,078253,1,1, , ,1,1,2,1,1,1,3,4,9,4,4,4,1,2,1,1,2,1,1,1,2,2,1,2,1,2,4,2,1,4,5,2,2,2,2, ,2,3,13,PENSIONS,1, ,0,3,3,7,7,5,4,0,0,3,3,3,1,2,2,2,4,3,2,3,9,3, ,3,2,2,1, ,2,5,1,60616,12,1937,7, ,10,9,9,2,2,1, , , , , , , , , , , ,1, ,13,1,1,0,0,0,0,1,0,0,10,10,Chicago,Cook,41.83,1,0,0, , , , , ,1,312773630,0,3,9,3,3,3,1,1,2,2, ,1,1,1,1, , , , , , ,4,0,0,0,1, ,0,1,0,0,1,0,0,0,0,0,1,0,1,0,2,1,9,9,7
1,9,9,0,0,87.66,0,0,1,2,063760,2,1, , ,1,1,1,2,2,2,5,9,1,1,1,5,1,1,1,1,1,1,1,1,2,2,3,3, ,2,4,2,3,2,5,3,3,3,1, ,2,3,14, , , ,0,7,0,0,0,0,0,7,7,3,1,1,4,3,5,4,4,5,3,6,4,3, ,4,2,1,1, ,3,3,1,60430,9,1950,1, ,3,1,2,9,1, , , , , , , , , , , , , ,1,14,14,0,0,0,0,0,0,1,0,1,1,Homewood,Cook,41.55,0,0,1,1,0, , , ,1,708,0,9,1,1,1,1,5,2,2,5,1,2,0,0,0,1,1,0,0,0,0,3,0,0,1,0,1, ,0,0,0,1,0,0,0,1,0,0, , , ,2,2,1,2,1
 ,9,9,0,0,87.68,0,0,0,1,082188,1,1, , ,1,1,2,2,3,2,3,2,9,9,9,2,2,3,3,2,2,2,2,2,2,3,3,2,2,2,4,1,2,4,5,3,1,2,2, ,2,3,14, , , ,0,7,7,5,5,7,4,0,0,3,2,3,4,1,5,5,5,5,2,3,1,3, ,1,2,1,1, ,2,5,1,60607,12,1939,1, ,9,9,1,2,2, , , , , , , , , , , , , ,1,14,14,0,0,0,0,0,0,1,0,2,4,Chicago,Cook,41.83,1,0,0, , , , , ,1,312773847,0,1,9,9,9,3,5,5,5,5,1,2,0, ,0,0,1,1,0,0,0,4,0,0,0,1, ,0,1,0,0,1,0,0,1,0,0,0,0,1,0,2,1,9,1,1
1,1,1,0,0,87.7,0,1,0,2,068923,2,1, , ,1,1,1,1,2,2,3,9,2,4,5,3,2,2,1,2,2,2,2,2,2,2,1,1, ,1, ,2,1,2,4,2,2,2,2, ,2,2,1, ,7, ,0,7,7,7,7,7,7,1,2,3,2,2,1,1,1,1,1,5,2,3,1,3, ,1,1,3,1, ,2,2,2,60472,13,1930,2, ,2,2,1,2,1,1, , , , , ,1, , , , , , , ,1,7,1,0,0,0,0,0,0,0,1,1,Robbins,Cook,41.64,0,0,1,1,0, , , ,2,708,0,9,1,3,3,2,1,1,1,5,2,1,1,0,0,1,0,0,1,0,0,4,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2,1,1,1,2
 ,1,3,0,0,87.85,0,0,0,1,091559,1,2,1,1, ,1,1,1,2,1,1,1,2,5,5,1,2,2,2,1,1,2,2,3,1,2,2,1, ,1, ,1,1,1,2,1,4,1,1, ,1,3,1, ,4, ,2,7,7,7,4,3,1,1,4,4,2,2,2,1,2,2,1,2,6,3,1,1,4, ,2,2,1, ,2,2,1,60045,8,1957,1, ,7,7,1,2,1,1, , ,1, , , , , , , , , , ,1,4,1,0,0,1,0,0,0,0,3,3,Lake Forest,Lake,42.23,0,1,0, , , , , ,1,847224,1,1,1,3,3,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,3,0,0,1,0,5,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,2,4,1,1
1,1,1,0,0,87.96,0,0,1,2,075849,2,1, , ,1,1,1,2,2,1,1,4,5,1,2,3,1,1,2,1,1,1,1,1,1,2,1,2,2,2,4,1,1,1,2,1,1,1,1, ,3,3,1, ,2, ,0,7,7,5,5,4,2,1,0,4,1,1,1,1,3,3,3,2,6,4,5,1,1, ,2,1,2, , ,5,2,60089,9,1953,1, ,7,6,3,3,2,1,1, , , , , , , , , , , , ,1,2,1,0,0,0,0,0,0,0,3,3,Buffalo Grove,Lake,42.16,0,1,0, , , , , ,2,847708312630,0,3,3,1,1,4,2,2,2,1,1,2,0,0,1,0,1,0,0,1,0,3,0,0,1,0,5, ,0,1,0,0,0,0,0,0,1,0,0,0,1,2,2,3,3,1
 ,3,9,0,0,88.93,1,1,0,4,046705,3,2,1,1, ,1,1,1,1,2,3,4,9,4,5,2,1,2,1,1,2,2,2,1,2,2,2,2,2,2,1,1,2,4,5,1,1,1,1, ,1,2,4, ,14, ,0,7,7,7,7,2,2,2,2,3,2,3,3,3,1,1,5,4,1,1,1,3, ,1,1,1,1, ,1,2,1,62521,13,1934,1, ,7,8,1,1,1, , , ,1, , , , , , , , , ,1,4,14,0,0,0,1,0,0,1,0,3,3,Decatur,Macon,39.85,0,0,0, , , , , ,1,217,1,3,9,3,3,1,1,1,5,2,1,1,1,1,0,0,1,0,0,1,0,4,0,0,0,1, ,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,9,1,1
