id,area,type,rwdirusa,rwdiril,rwdirlocal,qlife,pres12_oba_rom,pres12_oba_rom_comment,impress_oba,impress_rom,app_gov_quin,app_pres_oba,el_honest_us,el_honest_il,leg_per_prof,leg_pubemp,leg_st_biz,term_lim,term_leader,cf_lim_leader,prim_nodeclr,redist_hat,redist_neutral,redist_commis,off_otherjob,off_taxrec,off_govprof,off_loans,off_lobby,off_reltax,off_privbiz,off_ethics,off_giftlim,off_giftlim2hi,inf_proc,inf_lgrts,inf_prol,inf_biz,inf_evch,inf_priunion,inf_occupy,inf_teapar,inf_ilcoc,inf_nra,inf_cathch,inf_pubunion,crpt_biz,crpt_ilsprd,crpt_ilothst,crpt_locil,app_citun,cf_limneed,off_2blobby,wealth_reason,wealth_distfair,wealth_fedpolicy,leg_hypoth,abort_leg,lg_rights,id_il,education,ideology,party_aff_og,employ_time,employ_type,retired_type,relig_att_often,relig_type,religion,relig_denom,relig_what,born_again,zip,birth_yr,rac_eth,hhinc,education_redo,ideology_redo,party_aff_redo,employ_time_redo,gender,language,areacode,party_aff,Generation
028555,2,1,2,2,2,4,5, ,2,4,2,1,1,2,4,4,4,1,4,4,4,1,4,1,3,4,4,4,3,4,4,4,25, ,1,1,1,1,2,1,2,1,3,3,1,2,1,1,1,3,1,2,1,1,2,1,2,1,2,1,4,3,6,1,1, ,4, ,1,5, , ,60543,1963,1,5, ,4, , ,2,1,630,3,2
033083,2,1,2,2,2,4,5, ,1,4,1,1,2,2,4,4,4,1,4,2,9,3,1,2,9,3,4,4,4,1,4,9,0, ,3,1,1,3,3,1,1,3,9,3,3,1,9,1,1,3,3,2,9,1,1,2,1,2,3,1,3,3,7,1,3, ,3,1, ,31, ,2,60638,1944,1,9, ,4, , ,1,1,773,3,1
035824,2,1,2,3,1,4,1, ,5,1,5,5,2,2,4,4,4,1,4,9,9,2,4,1,4,4,4,4,4,4,4,4,0, ,9,3,1,1,1,9,3,1,9,1,1,2,1,1,1,1,1,1,1,2,2,1,2,1,1,1,6,1,1,1,4, ,5, ,3, , , ,60640,1945,1,5, , ,1, ,2,1,773,1,1
038185,2,1,2,2,2,4,4, ,1,4,1,1,2,2,3,3,3,1,4,4,9,1,3,2,3,4,4,1,4,3,2,4,0, ,2,1,2,1,2,1,3,3,1,3,3,1,1,1,1,1,2,2,1,1,1,2,1,1,3,1,3,3,7,1,1, ,1,1, ,5, , ,60629,0,4,9,3, , , ,1,1,773,3,0
024239,1,1,2,2,2,2,1, ,2,1,4,9,2,2,4,4,1,1,4,4,4,1,4,1,4,4,4,4,4,4,4,4,50, ,1,2,1,9,1,2,9,1,2,1,1,2,2,1,1,3,1,9,1,9,2,9,2,1,2,1,4,1,3,3, ,1,5, ,3, , , ,60611,1923,1,1, ,2, , ,2,1,312,1,1
025316,2,1,1,2,2,2,1, ,4,2,4,5,2,2,1,4,4,2,1,9,4,1,3,1,4,4,4,4,4,4,4,4,0, ,2,1,2,2,1,3,9,1,2,2,9,2,2,1,1,3,3,2,1,2,2,1,2,2,3,1,4,1,3,3, ,1,4, ,1,5, , ,60475,1941,1,2,3, , , ,1,1,708,1,1
027334,3,1,2,2,2,4,5, ,1,4,9,1,2,1,1,1,3,2,4,4,4,1,4,1,1,4,3,4,3,1,1,4,1000, ,1,2,1,3,1,3,1,2,2,3,1,3,9,1,2,3,4,2,1,1,2,1,2,2,1,2,2,9,6,1,1, ,5, ,1,16, ,2,62702,1977,1,5, , ,6, ,2,1,217,3,3
028842,1,1,3,2,3,2,3, ,4,2,2,4,2,2,4,4,4,1,4,4,4,1,4,1,4,4,4,4,4,4,4,4,100, ,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,1,1,2,2,9,2,1,1,1,6,2,3,1,1, ,5, ,3, , , ,60642,1970,1,7, , ,3, ,2,1,312,1,3
032342,3,1,2,2,2,5,5, ,1,5,1,1,1,2,1,1,1,2,2,1,4,1,4,1,4,4,4,4,4,4,4,4,0, ,1,1,2,2,2,1,1,3,3,3,2,1,9,1,1,3,1,2,1,4,1,2,2,2,3,1,4,3,6,4, , ,5, ,1,14, ,2,60901,1944,1,2,4, , , ,1,1,815,3,1
036369,2,1,2,2,1,2,5, ,2,2,4,2,1,1,2,3,1,1,2,4,4,1,4,1,1,4,4,3,4,1,4,4,1000, ,3,2,3,1,3,2,3,3,2,3,2,1,1,1,1,2,2,1,2,1,1,2,1,2,1,1,5,3,6,4, , ,4, ,1,5, , ,60559,1983,1,5, ,4, , ,2,1,630,3,3
025722,2,1,2,2,3,2,5, ,1,4,4,1,1,2,4,4,4,1,4,4,4,1,4,1,3,4,4,4,4,3,4,4,0, ,2,2,2,1,2,1,1,2,2,2,2,1,1,1,1,3,4,2,1,1,1,2,2,2,2,2,5,3,5,3, ,2,4, ,1,5, , ,60031,1949,1,6, , ,5, ,1,1,847,3,2
025212,2,1,1,1,1,1,1, ,3,2,4,4,1,2,4,4,4,1,4,4,4,1,4,1,3,4,4,4,4,3,4,4,10000, ,9,9,9,9,9,9,9,9,9,9,1,9,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,3,2,4, ,4, ,1,13, ,2,60175,1950,1,5, ,3, , ,2,1,630,1,2
026509,3,1,2,2,2,2,5, ,1,5,2,1,2,2,1,3,1,1,4,1,4,1,1,2,1,3,4,4,4,3,2,4,100, ,1,1,3,9,3,1,1,3,3,3,3,1,2,1,1,2,1,1,2,1,1,2,2,3,3,1,4,3,5,4, , ,1,1, ,88, ,1,61537,1951,1,4, ,4, , ,2,1,309,3,2
028444,3,1,1,2,3,4,1, ,5,1,1,4,1,2,1,1,1,1,4,4,1,1,4,3,4,9,3,4,3,4,9,4,50000, ,2,2,2,3,2,3,1,3,3,3,2,3,1,1,1,3,2,2,2,2,2,9,2,3,3,1,3,3,2,2,1, ,1,9, , , , ,62571,0,1,9,3, , , ,2,1,217,1,0
032796,2,1,2,2,1,2,5, ,1,4,1,1,1,1,4,4,4,1,3,9,4,1,4,1,3,3,4,4,4,2,3,4,5000, ,1,1,2,1,2,1,2,2,2,2,2,1,2,1,1,2,1,1,1,1,1,2,2,3,3,1,3,3,7,4, , ,1,1, ,3, ,1,60119,1966,1,7, , , ,4,2,1,630,3,3
037801,2,1,1,1,2,4,9, ,9,2,4,4,2,2,9,9,2,1,3,3,2,1,2,2,3,4,3,4,3,3,4,4,50, ,2,2,1,2,2,2,9,9,2,2,2,3,1,1,3,2,1,1,1,2,2,1,2,3,4,2,3,3,1,2,4, ,1,1, ,3, ,3,60472,1947,2,1, ,4, , ,2,1,708,1,2
024777,2,2,2,2,2,2,5, ,1,4,2,1,1,2,4,4,4,1,4,4,4,1,4,1,2,4,4,4,4,2,4,4,1000, ,2,2,2,3,2,1,1,2,2,2,2,1,2,1,1,3,4,2,2,1,1,2,2,2,2,1,6,2,5,1,1, ,2,1, ,16, ,2,60025,1950,1,7,6, , , ,1,1,847,3,2
027711,3,2,2,2,2,5,5, ,1,4,1,1,2,2,4,4,4,2,4,1,4,9,1,2,4,4,4,4,4,4,9,4,100, ,2,9,9,9,2,2,1,3,3,2,2,1,1,1,1,1,1,1,1,2,2,9,2,3,3,1,1,3,7,3, ,9,9, ,9, , , ,99999,0,7,9, ,9, , ,1,1,618,3,0
034934,1,1,1,1,1,2,2, ,5,5,4,4,1,1,3,1,1,1,1,4,4,1,4,2,1,1,1,4,4,1,1,4,0, ,2,2,2,2,2,1,1,2,2,1,2,2,9,2,3,3,1,1,2,1,1,1,2,1,1,2,5,2,6,3, ,9,2,1, ,5, , ,60605,1954,1,7, ,3, , ,2,1,312,3,2
025259,2,2,1,1,1,3,1, ,5,9,5,5,1,1,4,1,4,1,1,4,1,1,4,1,4,4,2,4,2,4,4,4,10000, ,1,1,1,1,3,3,1,3,3,9,3,3,1,1,3,2,1,2,1,1,2,1,2,1,3,1,3,3,1,4, , ,1,1, ,5, , ,60426,1965,2,1, ,5, , ,2,1,708,1,3
029078,1,2,1,3,1,3,2, ,5,3,4,5,9,1,1,1,1,2,4,4,3,2,2,2,2,4,3,4,4,1,3,4,400, ,2,2,2,3,2,3,9,9,9,9,2,3,2,2,9,3,2,1,2,2,1,2,2,1,1,1,4,2,1,1,4, ,4, ,1,3, ,2,60651,1970,2,5, , , ,1,1,1,312,1,3
031684,1,2,1,2,1,2,1, ,5,3,4,5,1,1,4,4,4,1,3,4,4,1,4,1,4,4,4,4,4,4,4,4,500, ,2,1,9,9,2,2,2,1,2,1,2,2,2,2,1,3,9,1,1,4,2,1,1,2,2,1,6,1,1,1,1, ,1,1, ,3, ,2,60649,1957,2,9,6, , , ,2,1,312,1,2
033828,3,2,2,2,1,3,6,NOT SURE DON'T LIKE THE OTHER ONES,2,1,4,2,2,2,1,3,1,1,2,2,3,2,3,1,3,3,4,4,3,3,3,4,0, ,2,3,2,3,2,3,3,2,3,2,2,2,2,2,3,2,3,2,1,2,2,1,2,2,2,1,5,1,3,2,1, ,3,1, ,16, ,2,62294,1986,1,6, , ,3, ,1,1,618,1,4
028592,3,1,1,3,1,5,1, ,5,1,2,5,1,1,2,1,2,1,1,1,4,1,4,1,4,4,4,4,4,4,4,4,5, ,2,2,3,3,2,2,1,1,1,1,2,2,1,1,1,3,1,2,1,2,2,1,2,3,1,1,3,1,1,3, ,2,4, ,1,7, ,2,62203,1937,2,1, ,2, , ,2,1,618,1,1
024537,2,1,2,2,2,3,4, ,1,5,2,1,1,1,1,2,1,1,1,4,4,1,4,1,4,4,4,4,4,4,4,4,0, ,2,1,2,1,2,1,1,2,2,1,2,1,1,1,1,3,1,1,1,1,2,1,2,2,2,1,3,3,7,3, ,1,1,1, ,5, , ,60646,1928,1,5, , , ,3,2,1,773,3,1
029227,2,1,3,2,1,2,5, ,4,4,2,2,1,1,4,9,4,2,1,9,4,9,2,1,2,4,4,4,4,1,3,4, ,999999,2,1,2,2,2,1,2,2,9,2,2,1,9,1,1,2,9,9,9,2,1,2,9,2,3,1,5,3,7,3, ,3,5, ,1,16, ,1,99999,1936,1,4,5, , , ,1,1,708,3,1
030696,2,1,2,2,2,3,1, ,4,1,4,4,1,1,4,3,4,2,2,4,2,2,3,1,3,3,4,4,4,4,3,3,35, ,2,1,1,1,1,2,3,1,1,1,1,2,1,1,3,3,1,1,1,2,2,1,2,2,1,1,6,1,1,3, ,3,5, ,2, ,8, ,60659,1942,1,4, ,2, , ,1,1,773,1,1
026340,3,1,2,2,1,3,4, ,1,5,1,1,2,2,4,4,4,1,4,4,4,1,3,1,4,4,4,4,4,4,4,4,100, ,2,1,2,1,2,1,1,2,2,1,2,1,2,2,1,2,1,1,1,1,1,2,2,3,2,1,5,3,7,3, ,1,1,1, ,5, , ,60929,1944,1,2, ,4, , ,2,1,815,3,1
033055,3,1,3,2,3,1,9, ,2,4,1,2,2,2,4,9,9,1,4,4,4,1,1,1,2,3,4,4,4,4,9,4, ,999999,1,1,1,3,3,9,1,3,3,3,2,3,1,1,1,3,1,2,2,2,9,2,1,1,2,1,4,2,9,1,1, ,1,1, ,5, , ,62239,1951,1,9, , ,9, ,2,1,618,9,2
025378,1,1,1,2,1,2,1, ,5,3,4,5,2,2,4,1,3,1,4,1,4,1,4,1,2,4,4,4,1,4,4,4,500, ,2,2,2,1,2,2,1,1,2,1,2,2,1,1,1,2,1,2,1,2,2,1,2,3,3,2,2,9,4,3, ,1,1,1, ,5, , ,60608,1929,1,1, , ,4, ,1,1,312,2,1
028908,1,1,1,1,1,2,1, ,5,1,4,5,1,1,4,4,4,1,4,4,3,3,4,1,3,4,4,4,4,4,4,4,200, ,3,3,1,1,2,3,3,1,2,1,2,3,2,1,1,1,1,2,1,2,2,1,1,1,1,1,5,1,1,3, ,9,3,1, ,5, , ,60605,1951,1,4, , , ,3,1,1,312,1,2
039075,3,1,2,2,1,2,1, ,5,2,2,4,1,2,4,3,4,1,4,4,4,1,4,1,3,4,4,4,4,3,4,3,100, ,3,3,2,2,2,3,3,1,3,1,2,2,1,1,1,2,1,2,1,1,2,1,2,1,1,1,2,1,1,2,1, ,5, ,1,14, ,2,61244,0,1,9, , , ,2,2,1,309,1,0
025060,3,2,2,2,3,3,6,JERRY JOHNSON,2,2,1,1,2,2,1,9,4,1,3,2,4,1,3,2,1,4,4,2,4,1,9,4,500, ,2,2,2,3,1,1,9,3,2,3,1,1,2,1,3,2,9,2,1,1,1,2,2,1,1,1,6,9,8,1,1, ,5, ,1,5, , ,61483,1965,1,6, , , ,1,1,1,309,9,3
026920,1,2,1,1,1,2,1, ,5,1,4,5,2,1,2,1,2,1,2,3,4,3,3,1,4,4,4,4,4,4,4,4,0, ,1,1,9,9,9,9,1,1,1,9,9,2,1,1,3,3,9,1,1,2,2,1,2,2,2,1,4,2,1,1,2, ,1,1, ,30, ,1,60153,1968,2,4, , ,1, ,2,1,312,1,3
028645,1,2,1,1,2,5,1, ,5,1,9,5,1,1,4,3,1,1,4,1,4,1,3,1,4,4,4,4,4,1,1,4, ,1000,9,1,9,1,9,3,9,3,9,9,2,3,2,1,1,1,3,2,2,2,2,1,1,2,3,1,3,1,1,2,3, ,3,1, ,3, ,1,60827,1988,2,1,2, , , ,2,1,312,1,4
032353,2,2,2,2,3,3,3, ,4,3,9,4,2,2,4,9,9,1,3,3,3,1,3,1,1,4,4,3,2,3,3,3, ,999999,3,2,2,1,2,2,2,9,9,9,1,2,1,1,1,9,3,2,1,1,1,9,9,2,1,2,5,9,3,4, , ,5, ,1,98, ,2,61874,1990,1,1, , , ,4,1,1,847,1,4
026200,3,1,2,2,1,2,5, ,2,5,1,1,2,1,9,1,1,1,4,2,4,1,4,1,4,4,4,4,4,3,3,4,0, ,1,2,2,2,2,2,2,2,2,1,2,2,1,1,1,3,2,2,1,1,1,2,2,2,1,1,3,3,5,3, ,1,4, ,1,5, , ,60451,1932,1,1, , ,6, ,2,1,815,3,1
027261,2,1,3,3,3,3,1, ,5,3,9,4,1,1,2,2,2,1,2,2,9,3,2,2,4,1,9,2,2,4,9,2, ,999999,9,2,9,9,9,9,2,9,9,9,2,9,1,1,3,2,2,2,2,2,9,1,9,2,3,1,2,3,3,3, ,9,4, ,1,5, , ,60625,0,4,1, , , ,3,2,1,773,1,0
032745,2,1,1,3,3,2,1, ,4,1,2,4,9,9,3,9,3,1,9,3,4,9,4,1,3,4,3,3,3,4,3,4, ,999999,2,2,1,2,1,2,2,1,2,1,1,9,1,1,3,2,3,9,1,2,2,1,2,1,1,1,3,1,2,3, ,1,5, ,3, , , ,99999,1943,1,9,3, , , ,2,1,847,1,1
026184,2,1,2,2,1,2,5, ,1,4,1,1,2,2,4,4,4,1,4,2,2,9,4,1,3,4,4,4,4,2,3,3,500, ,1,2,2,2,2,1,2,3,3,2,2,1,9,1,1,3,3,2,1,1,1,2,1,2,2,1,4,3,8,3, ,1,5, ,1,5, , ,60555,1951,1,9, ,4, , ,2,1,630,9,2
027722,1,1,2,2,2,5,3, ,3,1,1,2,2,2,1,2,2,1,3,9,1,1,4,1,4,4,4,3,4,4,4,1,0, ,2,3,3,1,1,1,1,9,1,1,1,3,1,1,3,3,1,1,1,2,2,1,2,2,3,1,4,2,1,3, ,3,5, ,1,30, ,1,60616,1927,1,1, , ,1, ,2,1,312,1,1
032969,1,1,2,2,2,2,4, ,4,4,5,2,1,2,4,9,4,1,9,4,4,9,9,3,4,3,3,9,3,3,9,3, ,999999,3,1,9,9,9,9,9,9,9,9,1,9,9,9,9,3,2,2,1,1,1,2,2,1,2,1,5,3,5,3, ,4,4, ,1,17, , ,60611,1926,1,9, , , ,3,2,1,312,3,1
027801,2,2,1,2,1,2,1, ,4,1,2,4,2,1,4,3,1,1,3,4,2,2,4,1,2,4,3,3,2,2,3,3,150, ,1,3,3,3,3,1,1,3,1,1,3,3,1,1,1,2,3,2,2,1,2,2,2,1,2,1,5,1,1,4, , ,3,1, ,3, ,2,60438,1987,2,4,5, , , ,1,1,708,1,4
036242,2,2,1,2,1,2,1, ,5,3,2,4,1,1,3,1,2,1,3,4,4,3,2,1,1,3,2,3,1,2,3,4, ,999999,1,2,2,9,2,1,1,2,2,9,1,1,1,1,3,2,3,2,2,1,2,1,2,2,1,1,3,2,2,2,4, ,3,1, ,13, ,2,61042,1993,1,1, , , ,1,2,1,847,1,4
039111,3,2,2,2,2,4,1, ,3,3,1,4,1,1,2,2,2,1,3,3,3,2,3,1,1,2,3,3,2,1,2,4,50, ,3,3,3,3,3,3,3,3,1,3,1,3,2,2,2,2,2,1,1,1,2,1,1,1,1,1,3,2,2,1,2, ,4, ,3, , , ,61832,1979,1,3, , ,2, ,2,1,217,1,3
024024,3,2,1,3,2,3,1, ,4,4,4,4,2,1,1,1,2,2,3,1,1,2,3,1,1,3,2,3,4,4,4,4,100, ,3,3,3,1,1,3,3,3,2,3,3,3,1,1,3,3,3,2,2,1,2,1,2,2,3,2,2,3,1,1,1, ,4, ,1,3, ,2,66201,1984,2,3, ,3, , ,1,1,618,1,4
026789,2,2,2,2,3,3,1, ,4,2,4,4,2,2,3,3,2,2,2,2,2,1,3,1,2,4,4,4,2,3,4,4,5000, ,3,9,9,3,3,3,9,2,9,9,3,3,2,1,3,3,1,2,2,2,2,2,1,3,3,1,1,2,6,4, , ,4, ,1,3, ,2,60639,1983,2,1, ,3, , ,2,1,773,3,3
030470,3,2,1,2,1,3,2, ,4,2,1,4,1,1,4,3,4,1,2,4,4,1,4,1,1,4,4,4,4,3,3,4,10, ,2,2,2,2,1,2,2,1,2,1,1,3,1,1,1,3,1,1,1,2,2,1,2,1,2,1,2,2,3,3, ,1,3,1, ,14, ,2,60416,1940,1,4, ,3, , ,1,1,815,1,1
035254,2,2,1,1,1,2,1, ,4,2,4,4,1,2,1,2,3,1,4,4,4,2,3,1,4,4,4,4,4,4,4,4,2000, ,3,3,2,2,2,3,3,1,2,1,2,3,1,2,3,2,1,2,1,2,2,1,2,1,1,1,2,2,1,4, , ,1,1, ,3, ,1,60453,1964,2,5, , , ,4,2,1,773,1,2
025205,1,2,2,2,2,2,5, ,1,5,2,1,1,2,4,4,4,1,4,4,1,4,4,3,4,2,4,4,4,2,4,4,9000, ,2,3,2,2,1,1,1,3,2,3,3,2,1,1,1,1,9,2,9,2,1,1,1,2,1,1,5,3,5,1,1, ,5, ,1,31, ,2,60605,1970,3,5, , ,5, ,2,1,312,3,3
029692,2,2,3,3,1,3,9, ,4,3,4,4,9,9,1,1,1,2,2,1,9,1,3,1,3,3,4,4,4,3,4,4,50000, ,1,1,9,3,9,9,9,1,1,1,2,3,1,1,3,3,1,1,1,1,2,1,2,2,1,1,3,2,2,1,1, ,3,1, ,3, , ,60438,1968,2,4, , ,2, ,1,1,773,1,3
034987,2,2,1,3,3,3,1, ,5,1,5,5,1,1,1,3,4,1,4,1,1,3,9,1,4,3,4,4,4,4,3,4, ,10000,2,2,2,2,1,3,9,1,1,1,2,2,1,1,3,3,1,2,1,2,2,1,1,2,2,2,3,1,3,3, ,1,4, ,3, , , ,60628,0,7,2, , , ,3,1,1,773,1,0
012269,2,1,2,2,2,3,5, ,4,5,2,2,1,1,4,4,4,1,4,4,3,1,3,1,1,4,3,4,4,1,1,4, ,999999,3,3,3,3,3,3,2,3,9,3,3,3,2,1,1,2,4,9,2,1,1,1,1,2,2,1,6,2,4,1,3, ,1,1, ,5, , ,60143,1969,1,5, , , ,1,1,1,847,2,3
029408,3,1,1,2,2,2,1, ,5,1,4,5,1,1,3,3,2,1,2,2,4,1,4,1,4,4,4,4,4,4,4,4,1, ,1,2,2,2,2,3,1,1,2,3,3,2,2,1,3,3,4,1,1,2,2,1,2,3,2,1,1,2,1,4, , ,1,1, ,5, , ,60441,1924,1,4, , , ,3,2,1,815,1,1
033689,3,1,2,3,2,3,5, ,1,4,9,1,2,1,1,3,2,2,2,4,4,9,4,1,2,4,4,4,4,4,4,4,20, ,2,1,3,2,2,2,9,9,2,3,9,2,1,1,3,3,2,2,1,2,2,1,2,3,3,1,3,3,7,3, ,4,4, ,1,19, ,1,62460,1928,1,1, , ,7, ,2,1,618,3,1
030363,2,2,1,1,2,4,1, ,5,1,5,5,2,2,4,2,2,1,4,1,4,2,2,1,4,3,4,4,4,4,4,4,1000, ,3,3,2,3,1,2,2,2,1,1,1,3,1,1,1,1,1,2,2,2,2,1,2,1,1,1,5,1,1,2,4, ,1,1, ,16, ,1,60653,1977,2,1,5, , , ,2,1,773,1,3
025446,2,1,2,1,1,2,1, ,4,2,4,4,1,1,4,3,4,1,4,4,3,1,3,1,2,3,3,3,4,2,3,4, ,100,2,2,2,2,1,2,1,1,2,1,2,2,1,1,3,3,1,1,1,1,2,1,2,2,2,1,6,1,1,3, ,3,1,1, ,5, , ,60018,1937,1,4,6, , , ,1,1,847,1,1
028415,3,1,2,2,2,2,3, ,4,4,1,4,9,9,4,4,4,1,4,4,4,1,4,1,4,4,4,4,4,4,4,4,0, ,2,2,2,3,2,2,1,1,3,2,2,2,9,1,1,2,1,1,1,1,9,1,2,1,1,1,2,3,4,3, ,3,3,1, ,21, ,2,62254,1945,1,1, , , ,3,2,1,618,2,1
032948,2,1,1,1,1,2,1, ,5,1,4,5,1,1,4,4,4,1,4,4,2,1,3,1,4,4,4,4,4,4,4,4,5000, ,2,1,3,1,1,3,9,1,3,1,1,3,1,9,3,2,1,2,1,2,2,1,2,1,3,1,4,9,1,1,1, ,1,1, ,3, ,2,60120,1956,2,5,4, , , ,1,1,224,1,2
035579,2,1,2,2,1,2,5, ,1,5,1,1,2,2,4,4,4,1,4,4,2,2,4,1,4,4,4,4,4,4,3,4,100, ,2,2,2,2,2,1,1,3,2,2,2,1,1,1,1,2,1,2,2,1,1,2,1,2,1,1,3,3,7,1,1, ,4, ,1,5, , ,60053,1960,1,5, , ,7, ,2,1,847,3,2
037510,2,1,2,2,2,3,5, ,1,4,1,1,2,2,4,4,4,1,4,4,3,2,3,1,2,4,3,4,3,2,4,4, ,999999,2,2,2,9,2,2,9,2,9,2,2,1,1,1,1,2,2,2,9,1,1,2,2,3,3,1,5,3,6,1,1, ,1,1, ,16, ,1,60103,1961,1,7,5, , , ,2,1,630,3,2
025043,1,2,1,1,1,1,1, ,5,1,4,5,2,1,3,4,4,1,4,4,4,1,3,1,2,4,4,3,3,4,2,4, ,1000,2,2,1,2,1,2,3,1,2,1,1,2,2,2,3,2,1,1,1,1,2,1,2,2,1,1,6,1,1,1,4, ,5, ,2, ,98, ,60093,1975,1,6, , , ,1,2,1,312,1,3
029946,2,2,2,2,2,4,9, ,1,3,3,1,2,2,4,4,4,1,4,4,3,1,4,1,4,4,4,4,4,4,4,4,0, ,2,3,1,1,2,2,1,3,1,2,2,2,1,1,3,1,1,1,1,4,2,2,2,2,3,1,6,2,2,1,3, ,1,2, , ,4, ,60139,1956,3,4,6, , , ,1,1,773,1,2
026281,2,2,2,2,1,3,4, ,1,4,4,1,1,1,4,4,9,1,2,3,4,1,4,2,2,4,4,4,2,3,3,4, ,999999,2,2,2,2,9,9,9,9,2,2,2,9,1,1,1,2,1,2,1,1,2,1,1,2,1,2,3,2,7,1,2, ,5, ,1,13, ,2,61068,1975,1,4,3, , , ,2,1,847,3,3
027887,3,2,2,2,2,2,6,GARY JOHNSON,2,2,1,1,1,1,4,4,4,1,4,4,4,1,3,1,3,4,4,4,3,2,3,4,250, ,2,2,2,2,2,1,2,3,3,2,2,2,2,1,1,3,1,1,1,1,1,2,2,1,2,1,4,2,6,3, ,1,3,1, ,13, ,2,60450,1949,1,4, ,4, , ,1,1,815,3,2
032671,2,1,1,2,1,2,1, ,5,2,4,4,1,1,4,4,4,1,4,4,4,2,4,1,3,4,4,3,4,3,4,3,20, ,1,1,1,2,1,1,2,1,2,1,2,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,4,1,3,3, ,1,5, ,3, , , ,60525,1947,1,3, , , ,3,1,1,708,1,2
035874,2,1,1,2,3,2,1, ,4,2,4,4,1,1,9,1,4,2,4,2,4,2,4,1,2,4,1,3,4,4,1,4,500, ,9,1,9,1,9,1,3,9,1,9,2,1,1,1,1,9,1,2,1,4,2,1,2,3,3,1,4,2,3,4, , ,3,2, , ,4, ,60453,1965,1,3, ,3, , ,1,1,708,1,3
024166,2,1,2,2,2,1,5, ,1,5,1,1,2,1,4,4,4,1,3,4,9,1,4,2,4,3,4,4,4,4,4,4,25, ,1,9,9,2,9,1,9,2,2,3,9,1,1,1,1,2,3,2,1,1,1,2,2,2,2,1,5,3,7,4, , ,4, ,1,16, ,1,60048,1963,1,3, ,4, , ,1,1,847,3,2
026848,2,1,3,2,2,3,1, ,4,1,4,4,2,2,4,4,4,1,4,4,4,1,3,2,4,3,4,9,3,3,9,3,25, ,1,9,1,1,1,1,1,1,9,1,1,9,1,1,1,1,1,9,1,9,2,1,2,4,2,1,5,2,2,3, ,3,1,1, ,5, , ,60630,1942,1,3, ,3, , ,2,1,773,1,1
032785,2,1,3,2,3,3,5, ,9,2,2,2,2,2,1,1,1,1,4,1,1,2,3,2,3,4,4,3,9,4,4,4, ,999999,2,1,1,1,1,2,2,9,1,2,9,2,1,1,1,9,3,2,2,2,2,9,2,2,3,1,2,3,6,3, ,9,5, ,3, , , ,60401,1928,1,9, , ,5, ,2,1,708,3,1
027532,3,1,2,3,1,2,4, ,4,5,4,2,1,1,4,1,2,1,3,4,3,1,4,1,2,1,1,3,3,1,3,4,500, ,2,3,3,2,2,3,3,2,2,2,2,3,2,9,3,2,3,2,2,1,2,1,1,2,2,1,2,2,5,9, , ,1,1, ,5, , ,61874,1994,3,4, , , ,4,1,1,217,3,4
024690,2,1,3,3,3,2,1, ,5,1,4,4,1,1,1,2,4,1,3,4,4,1,4,1,3,3,3,9,4,3,9,4,0, ,9,9,9,9,9,9,3,9,9,9,9,9,9,2,2,2,1,1,1,2,9,9,2,1,1,1,6,1,1,2,4, ,4, ,2, ,6, ,60062,1929,1,2, , , ,2,2,1,847,1,1
036091,3,1,2,2,1,2,5, ,1,5,4,1,2,2,4,4,4,1,4,4,4,2,4,3,4,3,4,4,4,2,3,4,0, ,9,1,2,2,2,1,1,2,9,2,2,9,1,1,1,3,1,2,1,1,1,2,1,2,3,1,6,3,7,1,4, ,1,1, ,3, ,1,62864,1940,1,9,6, , , ,1,1,618,3,1
037878,1,1,2,1,1,2,5, ,3,4,3,1,1,9,1,4,2,1,4,9,2,1,3,1,4,9,4,3,3,4,9,4,50, ,2,1,2,2,1,2,2,1,3,2,1,2,1,1,1,1,2,2,2,1,2,1,1,1,3,1,6,3,6,1,1, ,4, ,2, ,10, ,60605,1966,1,7, ,4, , ,2,1,312,3,3
024482,3,1,2,2,2,4,5, ,1,4,1,1,1,2,4,4,4,1,4,3,4,1,4,1,4,4,4,4,4,1,1,4,100, ,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,3,1,1,1,1,1,2,2,2,2,1,5,3,5,1,4, ,2,1, ,14, ,2,61802,1942,1,1, , , ,1,2,1,217,3,1
029066,3,2,2,2,3,4,5, ,1,5,1,1,2,2,4,4,4,1,4,4,4,1,4,1,2,4,4,4,4,4,4,4,0, ,1,1,1,2,3,3,1,2,2,3,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,4,1,4, ,3,1, ,14, ,2,62549,1940,6,4, ,2, , ,2,1,217,2,1
031013,1,1,2,2,2,2,5, ,1,3,1,1,2,2,4,4,4,1,4,4,4,1,4,1,1,3,4,4,3,3,3,3,100, ,1,1,1,2,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,5,2,6,1,1, ,4, ,1,5, , ,60610,1962,1,5, ,3, , ,2,1,312,3,2
