id,date,int_lang,area,type,cell,safe,youngest,reg,gender,rwdirusa,rwdiril,rwdirlocal,qlife,app_gov_rau,app_ussen_kirk,app_ussen_dur,prim16_party,prim16_pres_dem,prim16_pres_dem_other,prim16_sen_dem,prim16_sen_dem_other,prim16_pres_rep,prim16_pres_rep_other,prim16_sen_rep,prim16_sen_rep_other,fix_deficit_il,cuts_K12,cuts_he,cuts_cops,cuts_parks,cuts_poor,cuts_dis,pen_cuts,tax_services,gamble_exp,tax_ret_inc,tax_ret_50K,tax_ret_supp,tax_inc_temp,tax_inc_mil,tax_inc_grad,tax_gas,redist_neutral,redist_commis,cf_judge,cf_judge_pub,term_lim,right2work,budg_affect,budg_imp1,budg_imp2,budge_imp3,budg_imp4,budg_imp5,budg_imp6,budg_imp7,budg_imp_other,budg_child,budg_citycuts,budg_he,budg_infradec,budg_jobloss,budg_locecon,budg_realest,budg_socserv,budg_other,abort_leg,lg_rights,med_mari,mari_rec,vet_courts,miss_diabet,miss_depress,miss_heart,miss_anxiety,education,ideo_leans,ideology,party_leans,party_aff1,employ_time,employ_type,retired_type,union,relig_att_often,relig_type,religion,born_again,vet,vet_fam,zip,age_cat,birth_yr,rac_eth1,rac_eth_other,hhinc1,Generation,hhinc,party_aff,rac_eth,raunerapp
001690,20160215,1,3,2,1,1, ,1,1,3,2,1,2,4,9,2,1,1, ,3, , , , , ,3,2,2,2,2,2,2,1,1,1,2,2,2,2,1,1,1,1,1,1,4,1,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,1,1,2,2,1, ,1, ,3,2,1,2,1,1,1, ,1,4, ,1,2,5,2,61440,4,1979,1, ,4,3,2,1,1,2
022270,20160218,1,3,2,1,1, ,1,2,2,1,2,4,2,9,9,2, , , , ,5, ,4, ,3,2,1,3,1,3,2,1,2,2,2,1,1,2,1,1,1,5,1,1,5,3,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,1,1,2,3, ,1,1, ,4,4,3,5,3,1,1, ,1,3,1, ,1,5,1,61432,8,1957,1, ,3,2,1,3,1,1
055722,20160218,1,3,1, , ,1,1,1,2,2,1,2,2,5,5,2, , , , ,6, ,2, ,2,2,1,2,2,2,2,1,2,1,2,1,1,2,1,1,2,1,1,1,1,1,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,2,1,2,2, ,2,1, ,4,5,9,5,3,1,4, ,2,5, ,1,2,5,1,61375,11,1946,1, ,2,1,1,3,1,1
031230,20160218,1,3,2,1,1, ,1,1,2,2,2,5,1,4,5,2, , , , ,6, ,4, ,2,1,1,2,2,2,2,1,2,1,1, ,1,2,1,2,2,4,2,2,2,1,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,3,3,1,1,1, ,3,1, ,3,4,3,5,3,3, ,1,2,5, ,1,1,5,1,61364,8,1959,1, ,1,2,1,3,1,1
015832,20160217,1,3,2,1,1, ,1,2,2,2,1,2,5,9,9,2, , , , ,8, ,4, ,3,2,1,2,2,1,2,1,1,1,2,2,2,2,1,2,2,2,1,2,3,1,4,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,1,1,2,1,1, , ,2,3,3,2,5,3,1,1, ,1,4, ,3, ,3,1,61354,5,1972,1, ,6,3,3,3,1,2
024942,20160217,1,3,1, , ,1,1,1,2,2,1,3,5,4,4,4, , , , , , , , ,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,2,1,2,3,1,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,2,1,1,1, ,2, ,3,3,4,3,5,3,4, , ,2,4, ,1,1,5,1,61350,7,1962,1, ,5,2,2,3,1,2
049699,20160219,1,3,1, , ,1,1,2,2,2,2,2,5,9,2,4, , , , , , , , ,2,2,2,2,2,2,2,2,1,2,2,1,1,1,1,1,2,1,1,2,4,2,4,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,1,1,2,2, ,2,1, ,3,4,3,4,2,2,5, ,1,5, ,1,2,5,1,61350,8,1961,1, ,3,2,1,2,1,2
003917,20160215,1,3,2,1,1, ,1,1,2,2,2,4,2,9,9,2, , , , ,5, ,4, ,3,2,1,2,2,1,2,3,2,2,2,2,2,2,2,2,2,3,2,1,1,1,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,3,4,2,2, ,2, ,2,6,5,9,7,3,1,2, ,2,1,1, ,1,5,2,61341,4,1979,1, ,4,3,2,3,1,1
016949,20160218,1,3,2,1,1, ,1,1,1,2,2,2,1,1,1,3, , , , , , , , ,4,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,4,2,1,4,1,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,3,4,1,1,2, ,4,2, ,2,4,3,4,2,3, ,1,2,5, ,1,1,5,1,61332,13,1929,1, ,1,1,1,2,1,1
010814,20160218,1,3,2,1,1, ,1,1,2,2,2,3,5,5,5,4, , , , , , , , ,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,1,1,1,1,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1, ,1, ,3,3,2,4,2,2,4, ,2,5, ,2, ,5,2,61301,7,1966,1, ,1,3,1,2,1,2
058998,20160219,1,3,1, , ,1,1,1,2,2,3,3,5,4,5,4, , , , , , , , ,3,2,1,2,2,1,2,1,3,2,2,2,2,1,2,2,2,4,2,1,4,1,1,1,5,3, , , , , , ,0,0,1,0,1,0,0,0,0,4,2,1,2,2, ,5, ,1,5,4,3,4,2,2,1, ,1,3,9, , ,2,1,61275,6,1970,7, ,9,3,9,2,7,2
031652,20160218,1,3,1, , ,1,1,2,1,2,1,4,5,9,4,1,1, ,5, , , , , ,5,2,1,3,1,1,1,2,1,1,2,1,1,1,1,1,2,4,1,1,4,1,4,1,6, , , , , , , ,0,0,0,0,0,1,0,0,0,2,1,1,2,3, ,1,1, ,5,4,3,9,9,3, ,2,2,1,1, ,2,5,1,61270,10,1948,1, ,3,2,1,9,1,2
005540,20160217,1,3,1, , ,1,1,1,2,2,2,4,1,4,4,2, , , , ,1, ,4, ,2,2,1,2,1,1,2,1,2,2,2,2,2,2,1,2,1,1,1,1,2,1,1,1,2, , , , , , , ,0,1,0,0,0,0,0,0,0,3,2,1,2,2, ,2, ,1,5,3,2,5,3,1,1, ,2,1,1, ,2,5,2,61265,9,1955,1, ,7,2,4,3,1,1
035093,20160218,1,3,1, , ,1,1,1,2,2,1,2,1,2,2,1,4, ,5, , , , , ,3,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,1,1,1,4,1,2,1,10, , , , , , , ,0,0,0,0,0,0,0,0,0,2,2,1,1,1,3, ,2, ,3,3,2,4,2,1,4, ,2,2,1, ,2,5,1,61265,12,1941,7, ,5,1,2,2,7,1
036225,20160217,1,3,1, , ,1,1,1,2,2,2,3,5,2,5,2, , , , ,6, ,1, ,3,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,3,2,3,3,1,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,3,3,4,2,2, ,4,1, ,2,3,2,2,1,2,2, ,2,3,1, ,2,5,1,61264,9,1956,1, ,4,2,2,1,1,2
006587,20160216,1,3,2,1,1, ,1,2,3,2,1,1,4,3,2,1,2, ,5, , , , , ,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,2,1,2,1,1,3,1,1,1,5,10, , , , , , ,0,0,0,0,1,0,0,0,0,2,2,1,2,1,2, ,2, ,6,2,1,3,1,1,3, ,1,1,1, ,2,5,1,61252,6,1970,1, ,6,3,3,1,1,2
013072,20160216,1,3,2,1,1, ,1,1,2,3,1,1,2,3,3,2, , , , ,7,Rand Paul,4, ,2,2,2,2,2,1,2,2,2,1,1, ,1,2,1,1,1,2,1,2,4,1,4,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,1,1,1,2,1, ,1, ,2,5,9,7,3,1,1, ,2,5, ,3, ,2,1,61252,2,1989,1, ,2,4,1,3,1,1
010020,20160218,1,3,2,1,1, ,1,1,2,2,2,5,1,5,5,1,2, ,5, , , , , ,2,2,1,2,1,3,2,3,2,1,2,1,1,2,2,2,1,2,2,1,2,1,1,1,5,2, , , , , , ,0,1,0,0,1,0,0,0,0,1,2,4,2,2,1, ,1, ,3,4,3,5,3,1,4, ,2,3,1, ,2,5,1,61247,8,1959,1, ,4,2,2,3,1,1
000875,20160214,1,3,1, , ,1,1,2,3,2,1,3,5,3,3,4, , , , , , , , ,3,2,1,2,2,2,2,2,2,1,1, ,1,2,1,1,1,1,1,1,1,1,2,1,1,5, , , , , , ,1,0,0,0,1,0,0,0,0,2,1,3,2,2,1, , ,1,3,3,2,4,2,2,1, ,1,1,1, ,2,5,1,61231,8,1959,1, ,5,2,2,2,1,2
015412,20160218,1,3,2,1,1, ,1,2,1,1,1,2,2,2,2,4, , , , , , , , ,3,2,2,1,1,2,2,2,2,2,2,2,2,1,1,2,1,2,2,3,3,1,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,1,1,1,1, ,2, ,3,5,4,3,2,1,2,1, ,2,1,1, ,3,5,2,61201,2,1989,5, ,1,4,1,1,3,1
015470,20160217,1,3,1, , ,1,1,1,1,2,2,3,5,5,4,1,2, ,1, , , , , ,2,2,2,2,1,1,1,2,1,2,2,1,1,1,1,1,2,2,1,1,2,1,4,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1, ,1, ,2,1,1,1,1,3, ,1,1,5, ,3, ,2,1,61201,12,1941,1, ,4,1,2,1,1,2
020747,20160218,1,3,2,1,1, ,1,1,2,2,1,2,2,3,2,3, , , , , , , , ,3,2,1,2,2,1,2,1,2,1,2,2,2,2,1,1,1,1,1,1,3,1,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,1,1,2,1,2, ,2, ,5,3,2,4,2,1,4, ,2,3,2, , ,2,2,61201,13,1936,1, ,9,1,9,2,1,1
022142,20160218,1,3,2,1,1, ,1,1,2,2,2,2,1,2,5,2, , , , ,3, ,2, ,3,2,1,2,2,1,2,1,1,2,2,1,1,2,2,2,2,3,1,1,2,1,1,1,4, , , , , , , ,0,0,0,1,0,0,0,0,0,1,3,4,2,2,5, , ,3,5,5,9,7,3,3, ,4,2,1,1, ,1,3,2,61201,12,1940,1, ,4,1,2,3,1,1
029909,20160218,1,3,2,1,1, ,1,1,2,1,1,3,1,2,5,4, , , , , , , , ,3,2,2,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,3,3,1,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,3,3,3,2,1, ,1,1, ,3,5,9,7,3,2,5, ,1,1,1, ,2,2,1,61115,13,1926,1, ,3,1,1,3,1,1
040332,20160217,1,3,1, , ,1,1,2,1,2,1,3,4,2,2,1,2, ,1, , , , , ,2,2,1,2,2,2,2,1,1,1,2,2,2,2,1,1,1,3,1,1,1,2,1,1,8, , , , , , , ,0,0,0,0,0,0,0,1,0,1,2,1,2,1,1, , ,1,6,2,1,3,1,1,2, ,2,2,1, ,2,5,1,61114,8,1958,2, ,7,2,4,1,2,2
063460,20160220,1,3,1, , ,1,1,2,2,2,1,3,1,1,4,2, , , , ,3, ,1, ,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,1,1,1,2, , , , , , , ,0,1,0,0,0,0,0,0,0,3,2,3,2,2, ,2, ,2,2,5,9,7,3,3, ,2,2,1,1, ,1,5,1,61114,12,1940,1, ,8,1,9,3,1,1
067299,20160220,1,3,1, , ,1,1,2,2,3,2,3,2,1,4,2, , , , ,4, ,1, ,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,4,1,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,3,3,1,2,2, ,2,1, ,2,5,9,7,3,3, ,4,2,1,1, ,2,5,2,61114,12,1938,1, ,1,1,1,3,1,1
006900,20160215,1,3,1, , ,1,1,1,2,2,2,4,2,5,5,2, , , , ,6, ,2, ,2,1,1,2,1,3,2,3,1,2,1, ,1,2,2,1,2,2,2,3,3,1,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,2,1,2,2, ,3, ,2,6,4,3,4,2,4, , ,2,1,1, ,1,5,2,61111,12,1939,1, ,3,1,1,2,1,1
066824,20160220,1,3,1, , ,1,1,2,2,2,2,4,5,2,2,1,1, ,5, , , , , ,2,1,2,1,2,1,1,2,2,2,1, ,1,2,2,1,2,4,1,4,4,1,1,1,1, , , , , , , ,1,0,0,0,0,0,0,0,0,1,1,1,2,2, ,1,1, ,3,3,2,1,1,1,1, ,2,4, ,1,1,5,1,61109,9,1955,1, ,4,2,2,1,1,2
000601,20160214,1,3,2,1,1, ,1,1,2,2,2,4,4,5,5,2, , , , ,2, ,2, ,2,1,1,3,1,1,1,1,2,2,1, ,1,2,2,2,2,2,1,4,4,2,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,3,2,1,1,2, ,4, ,2,5,4,3,7,3,2,1, ,3,5, ,1,2,5,1,61108,10,1949,6,American,5,2,2,3,3,2
005613,20160216,1,3,2,1,1, ,1,1,2,1,2,3,1,9,2,2, , , , ,8, ,4, ,2,2,2,2,1,2,2,1,1,1,1, ,1,2,1,1,2,5,1,3,4,1,3,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,1,1,1,1,2, ,1, ,1,3,3,2,6,3,3, ,3,1,3,1, ,2,2,1,61108,9,1953,1, ,4,2,2,3,1,1
007662,20160216,1,3,2,1,1, ,1,2,3,3,1,5,4,9,5,1,1, ,5, , , , , ,3,2,2,2,1,2,2,1,1,1,2,2,2,1,1,2,1,3,1,1,1,1,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1, ,1, ,3,3,2,8,8,3, ,2,1,4, ,3, ,5,1,61108,8,1957,1, ,6,2,3,9,1,2
054544,20160217,1,3,1, , ,1,1,2,1,2,2,4,2,4,2,1,2, ,5, , , , , ,2,2,2,1,2,2,2,1,2,1,2,2,2,2,1,1,2,2,1,3,1,1,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,1,1,1,1,2, ,1,1, ,2,1,1,1,1,1,1, ,2,5, ,3, ,5,2,61108,1,1993,1, ,1,4,1,1,1,1
041446,20160218,1,3,1, , ,1,1,1,1,2,1,2,5,9,2,1,1, ,5, , , , , ,3,2,1,2,2,2,2,1,1,2,1, ,1,1,1,1,1,1,1,4,1,1,4,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,1,1,1,2,2,1, , ,3,6,2,1,1,1,3, ,1,2,1,1, ,2,5,1,61107,13,1934,1, ,1,1,1,1,1,2
062615,20160220,1,3,1, , ,1,1,2,2,2,2,5,5,9,9,1,1, ,5, , , , , ,2,2,3,2,2,2,2,3,1,3,2,3,2,2,1,1,3,2,3,5,5,1,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,4,1,1,2,1,1, ,1, ,2,6,9,1,1,3, ,1,2,2,1, ,1,5,1,61107,10,1947,1, ,1,2,1,1,1,2
009426,20160216,1,3,2,1,1, ,1,1,3,3,1,5,9,9,9,1,1, ,5, , , , , ,1,2,2,2,2,2,2,3,1,1,2,2,2,1,1,1,2,5,3,2,3,1,1,3, , , , , , , , ,0,0,0,0,0,0,0,0,0,4,1,1,1,1, ,1,1, ,3,2,1,1,1,4, , ,2,3,2, , ,2,2,61103,6,1971,5, ,1,3,1,1,3,3
025867,20160218,1,3,2,1,1, ,1,1,2,2,2,5,4,4,5,4, , , , , , , , ,3,1,1,2,1,1,1,2,1,1,2,1,1,2,1,1,1,4,2,1,4,2,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,2,4,2,2,1, , ,3,3,4,3,5,3,1,1, ,2,5, ,1,2,5,1,61101,6,1968,1, ,6,3,3,3,1,2
024952,20160218,1,3,1, , ,1,1,2,1,2,3,3,5,9,3,1,4, ,5, , , , , ,2,2,2,1,2,2,2,2,1,3,2,1,1,1,1,1,2,3,2,1,2,2,4,1,5, , , , , , , ,0,0,0,0,1,0,0,0,0,1,2,1,1,2, ,5, ,1,4,1,1,3,1,1,2, ,2,5, ,2, ,5,2,61081,9,1956,1, ,3,2,1,1,1,2
028895,20160217,1,3,1, , ,1,1,1,2,2,1,3,2,5,5,2, , , , ,3, ,2, ,2,1,1,2,1,2,1,1,2,2,1, ,1,2,1,1,2,1,1,2,3,1,1,1,5, , , , , , , ,0,0,0,0,1,0,0,0,0,3,3,4,2,2,1, , ,3,6,5,9,5,3,1,3, ,2,1,1, ,2,5,1,61081,10,1947,1, ,4,2,2,3,1,1
035915,20160216,1,3,2,1,1, ,1,2,1,2,1,3,5,5,5,1,1, ,5, , , , , ,2,2,2,2,1,2,2,1,2,2,1, ,1,2,1,1,2,3,2,3,2,2,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,1,1,1,1,1, ,2,1, ,3,6,9,1,1,3, ,2,2,3,1, ,2,5,1,61081,8,1959,1, ,5,2,2,1,1,2
001637,20160214,1,3,2,1,1, ,1,2,2,2,3,2,9,2,2,2, , , , ,8, ,1, ,2,2,3,2,1,3,2,2,1,2,2,2,2,2,2,2,2,2,2,4,4,1,6,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,3,3,4,2,1, ,1,1, ,6,5,9,7,3,3, ,3,2,1,1, ,2,5,1,61073,10,1951,1, ,4,2,2,3,1,3
056810,20160219,1,3,1, , ,1,1,1,2,2,2,3,2,5,5,2, , , , ,5, ,1, ,2,2,3,3,2,3,2,3,3,2,3, ,3,1,2,2,2,3,1,2,5,1,6,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,2,1,1,1, ,1, ,2,5,4,3,6,3,1,1, ,1,3,1, ,2,5,1,61072,10,1950,1, ,7,2,4,3,1,1
060045,20160220,1,3,1, , ,1,1,2,2,2,2,2,1,5,5,3, , , , , , , , ,2,3,2,2,2,2,1,2,2,2,2,1,1,2,1,1,2,2,2,1,1,1,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1, , ,1,2,5,9,5,3,3, ,3,1,1,1, ,2,5,1,61072,12,1937,1, ,2,1,1,3,1,1
008355,20160216,1,2,2,1,1, ,1,2,2,2,1,2,5,9,5,4, , , , , , , , ,2,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,4,2,4,4,1,4,1,5, , , , , , , ,0,0,0,0,1,0,0,0,0,2,1,1,1,1,1, ,1, ,3,6,9,4,2,1,4, ,1,1,1, ,2,5,1,61068,8,1958,5, ,4,2,2,2,3,2
005107,20160216,1,2,2,1,1, ,1,1,2,2,1,3,2,2,5,2, , , , ,6, ,1, ,3,1,1,2,1,2,2,2,2,1,2,1,1,2,1,1,2,4,2,4,4,1,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,4,2,1,1,1,2, ,1, ,3,5,9,4,2,1,1, ,3,5, ,1,2,5,2,61065,8,1959,1, ,4,2,2,2,1,1
057983,20160218,1,3,1, , ,1,1,2,2,2,1,2,2,2,5,2, , , , ,2, ,1, ,3,2,1,2,1,1,2,2,1,1,1, ,1,3,1,1,1,2,1,2,3,1,2,1,5, , , , , , , ,0,0,0,0,1,0,0,0,0,2,1,1,1,1, ,2,1, ,3,4,3,5,3,4, , ,1,5, ,1,2,5,1,61064,7,1966,1, ,5,3,2,3,1,1
018616,20160218,1,3,2,1,1, ,1,2,2,2,1,2,4,9,2,2, , , , ,6, ,2, ,2,2,1,2,2,2,2,1,2,2,2,1,1,1,1,1,2,2,2,1,4,1,4,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,1,1,2,3,2, ,1, ,5,4,3,5,3,1,1, ,2,4, ,1,2,5,1,61054,14,0,7, ,9,0,9,3,7,2
059219,20160220,1,3,1, , ,1,1,2,2,2,1,3,2,9,9,3, , , , , , , , ,5,1,2,1,1,2,1,1,2,2,3, ,3,2,1,1,1,5,1,2,2,1,1,3, , , , , , , , ,0,0,0,0,0,0,0,0,0,1,2,1,2,2, ,2,1, ,2,6,9,1,1,3, ,4,2,2,1, ,1,5,1,61048,13,1928,1, ,2,1,1,1,1,1
033200,20160217,1,3,1, , ,1,1,2,2,2,1,2,5,5,5,2, , , , ,6, ,4, ,3,2,1,1,1,2,2,2,2,2,2,1,1,1,1,1,2,2,1,2,3,1,1,3, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,3,1,1,1, ,1,1, ,2,4,3,5,3,4, , ,2,1,1, ,1,5,2,61031,8,1961,1, ,2,2,1,3,1,2
055995,20160219,1,3,1, , ,1,1,2,2,2,2,2,2,3,9,2, , , , ,2, ,4, ,3,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,3,3,5,4,1,1,3, , , , , , , , ,0,0,0,0,0,0,0,0,0,3,3,4,2,2, ,3,5, ,5,4,3,5,3,3, ,5,2,1,1, ,1,5,1,61024,13,1926,1, ,9,1,9,3,1,1
003159,20160215,1,3,2,1,1, ,1,1,2,2,1,3,2,2,2,2, , , , ,3, ,1, ,2,2,1,2,1,2,2,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,5, , , , , , , ,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1, , ,2,2,5,9,5,3,1,1, ,1,4, ,1,2,5,1,61020,4,1977,1, ,5,3,2,3,1,1
011006,20160217,1,3,1, , ,1,1,1,2,3,1,2,9,9,9,4, , , , , , , , ,2,2,2,3,2,2,2,2,2,1,2,2,2,2,1,2,1,1,1,4,4,1,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,3,1,2,2, ,2, ,2,2,5,9,5,3,3, ,4,2,3,1, ,1,2,2,61020,13,1928,1, ,6,1,3,3,1,3
015214,20160218,1,3,2,1,1, ,1,2,2,2,2,3,1,9,9,2, , , , ,6, ,4, ,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,1,1,1,1,1,1,2,1,3, , , , , , , ,0,0,1,0,0,0,0,0,0,3,1,1,2,1,1, ,1, ,4,4,3,7,3,4, , ,2,2,1, ,2,5,2,61016,7,1964,1, ,5,2,2,3,1,1
005163,20160215,1,3,2,1,1, ,1,1,2,2,1,3,5,9,3,1,1, ,5, , , , , ,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,4,1,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,1,1,2,1,2, ,1, ,4,5,9,3,1,1,4, ,2,2,2, , ,5,1,61010,9,1954,1, ,1,2,1,1,1,2
000949,20160215,1,3,1, , ,1,1,2,1,2,2,3,5,5,2,1,1, ,5, , , , , ,3,2,2,2,2,2,2,3,1,1,1, ,1,3,1,1,2,1,1,1,1,1,4,1,1, , , , , , , ,1,0,0,0,0,0,0,0,0,1,1,1,1,1, ,1,1, ,1,1,1,1,1,4, , ,2,5, ,3, ,5,1,61008,4,1978,1, ,3,3,1,1,1,2
005195,20160215,1,3,1, , ,1,1,2,3,2,2,3,5,2,2,2, , , , ,1, ,1, ,3,2,1,2,2,2,2,1,1,2,2,1,1,1,1,1,2,1,1,1,2,1,1,1,8,1, , , , , , ,1,0,0,0,0,0,0,1,0,2,1,1,2,1, ,1, ,1,3,3,2,6,3,4, , ,2,5, ,1,1,5,1,61008,8,1961,1, ,1,2,1,3,1,2
006537,20160216,1,3,2,1,1, ,1,1,2,2,1,3,1,2,5,2, , , , ,6, ,1, ,2,1,1,2,1,2,2,1,1,1,2,1,1,2,2,2,2,2,1,1,4,1,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,2,1,2,2, ,1, ,1,2,5,9,7,3,1,1, ,2,4, ,1,2,5,2,61008,5,1976,1, ,6,3,3,3,1,1
010247,20160216,1,3,2,1,1, ,1,1,2,1,1,2,1,1,5,2, , , , ,6, ,1, ,2,1,2,2,1,2,2,1,1,2,1, ,1,1,1,2,1,1,1,1,3,1,4,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,1,1,2,2, ,3, ,1,4,5,9,7,3,1,1, ,1,1,1, ,2,5,1,60970,8,1960,1, ,6,2,3,3,1,1
029339,20160217,1,3,1, , ,1,1,2,2,2,2,3,2,2,2,2, , , , ,8, ,1, ,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,4,1,4,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,1,1,2,1,1, , ,1,5,2,1,7,3,1,2, ,2,2,1, ,2,5,2,60959,4,1979,1, ,6,3,3,3,1,1
011687,20160216,1,3,2,1,1, ,1,1,2,2,1,3,3,3,3,2, , , , ,6, ,2, ,2,2,2,2,2,1,1,2,2,1,2,2,2,2,1,1,2,2,1,2,2,1,2,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,3,1,1,2,1, ,1, ,3,5,9,7,3,1,3, ,1,3,1, ,2,5,2,60957,3,1983,1, ,5,3,2,3,1,3
072927,20160220,1,3,1, , ,1,1,2,2,1,2,5,1,2,2,2, , , , ,6, ,4, ,3,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,4,2,4,1,1,4,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,3,4,2,2, ,1, ,1,3,5,9,7,3,2,3, ,2,4, ,1,2,5,1,60953,12,1938,1, ,5,1,2,3,1,1
057293,20160218,1,3,1, , ,1,1,2,2,1,1,3,1,2,9,3, , , , , , , , ,4,2,2,2,2,3,2,2,3,2,2,1,1,2,1,3,2,1,1,2,2,1,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,3,1,2,1,1, , ,2,3,3,2,4,2,3, ,3,2,1,1, ,2,5,1,60950,13,1928,1, ,9,1,9,2,1,1
069964,20160220,1,3,1, , ,1,1,1,1,2,1,2,2,2,1,4, , , , , , , , ,2,2,2,2,1,2,2,1,2,1,1, ,1,2,1,1,1,1,2,4,4,1,4,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,3,1,2,2, ,3,5, ,2,2,1,2,1,3, ,1,2,3,1, ,1,5,2,60946,13,1936,1, ,4,1,2,1,1,1
059335,20160220,1,3,1, , ,1,1,2,2,2,1,5,1,9,9,4, , , , , , , , ,5,2,1,2,1,1,2,1,2,2,2,1,1,2,1,1,2,1,2,4,2,1,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,3,4,1,2,2, ,1,1, ,2,5,9,1,1,4, , ,2,2,1, ,1,5,3,60936,11,1942,1, ,2,1,1,1,1,1
024584,20160217,1,3,1, , ,1,1,1,2,2,1,3,4,2,4,2, , , , ,8, ,1, ,3,2,3,2,2,3,2,1,1,2,1, ,1,1,2,1,1,1,1,1,3,1,1,2, , , , , , , , ,0,0,0,0,0,0,0,0,0,2,2,1,2,3,2, , ,2,3,3,2,5,3,3, ,4,2,1,1, ,2,2,2,60927,13,1933,1, ,3,1,1,3,1,2
047197,20160218,1,3,1, , ,1,1,1,2,2,1,3,4,2,2,3, , , , , , , , ,3,2,2,2,2,2,2,2,1,1,2,2,2,1,1,1,2,1,2,1,3,1,4,1,6, , , , , , , ,0,0,0,0,0,1,0,0,0,1,1,1,1,2, ,2,1, ,4,4,3,3,1,1,3, ,1,5, ,1,2,5,1,60915,7,1962,1, ,6,2,3,1,1,2
007751,20160215,1,3,1, , ,1,1,1,1,2,1,3,5,4,2,1,1, ,1, , , , , ,3,2,2,1,2,2,2,1,1,2,1, ,1,1,1,1,1,2,1,1,2,2,4,1,5, , , , , , , ,0,0,0,0,1,0,0,0,0,2,2,1,2,2,2, , ,2,6,2,1,1,1,3, ,2,2,1,1, ,1,5,2,60914,13,1935,1, ,4,1,2,1,1,2
