id,area,type,cell,safe,spk_youngest,reg_voter,gender,rwdirusa,rwdiril,rwdirlocal,qlife,gen14_vote,gen14_poll,gen14_likelyvoter,gen14_enthus,gen14_house,gen14_housecol,gen14_house_other,gen14_gov,gen14_gov_col,gen14_gov_other,gen14_ussen,gen14_ussen_col,gen14_ussen_other,gen14_voter,gen14_victim,gen14_minwage,gen14_insbc,tax_inc_mil,redist_neutral,redist_commis,cf_lim_judg,cf_pub_judg,app_teapar,vote_teapar,ed_hscivics,ed_hscom,ed_mscom,gun_rts1,gun_rts2,gun_own,gun_concealsafe,gun_85percent,gun_bigmin,fix_deficit_il,tax_inc_temp,cops_makeup,cops_protect,cops_pro1,cops_rate,cops_rate1,cops_match,cops_mat1,cops_respond,cops_resp1,cops_mil,abort_leg,lg_rights,betteroff_now,beteroff_1yr,news_often,education,ideo_leans,ideology,party_leans,party_aff1,employ_time,employ_type,retired_type,relig_often,relig_1,relig_2,religion,born_again1,born_again,zip,age_cat,birth_yr,rac_eth1,rec_eth_other,neighborhood1,neighborhood,hhinc1,male,female,Generation,hhinc,party_aff,rac_eth
020014,1,1, , ,1,1,1,1,2,2,3,1,1,1,1,1,1, ,3,2, ,3,2, ,1,1,1,1,1,1,1,1,1,4,5,1,1,1, ,2,2,2,1,1,5,2,1,5,2,4,2,5,3,5,3,2,1,3,3,3,1,5,1,1,1,1,3, ,3,4, ,1,1,5,2,60616,11,1941,2, ,5,5,3,1,0,1,1,1,2
022153,3,1, , ,1,1,1,2,2,2,2,1,1,1,1,4,2, ,1,1, ,1,1, ,9,4,4,4,2,4,1,4,9,1,1,1,9,9,1, ,1,1,1,9,3,2,2,1,1,1,1,3,2,2,1,2,2,2,2,2,1,2,5,3,7,3,3, ,4,4, ,1,1,5,2,61354,12,1936,1, ,5,5,9,1,0,1,9,3,1
018614,2,1, , ,1,1,1,2,2,2,3,1,1,1,1,4,2, ,1,1, ,1,1, ,3,2,3,3,2,2,1,2,3,8,3,2,1,3, ,1,1,1,2,3,3,2,2,3,2,2,1,2,1,4,3,1,2,1,3,2,1,6,4,3,4,2,1,1, ,1,1, ,1,5,2,60646,7,1964,7, ,5,5,9,1,0,2,9,2,7
018676,3,1, , ,1,1,2,2,2,1,2,1,1,1,1,4,2, ,9,9, ,9,9, ,2,2,3,1,1,2,3,1,2,8,9,1,3,2, ,2,2,2,1,2,2,2,1,2,1,1,1,1,1,1,1,2,2,1,3,3,1,4,4,3,6,3,3, ,3,4, ,1,1,5,2,61238,10,1946,1, ,5,5,4,0,1,1,2,3,1
013566,3,2,1,1, ,1,2,3,2,2,2,9,1,2,2,1,1, ,9,9, ,3,2, ,1,9,1,1,1,9,3,3,9,4,5,9,3,4,9, ,9,2,1,1,3,1,2,9,9,9,9,9,9,2,1,2,4,1,3,3,1,3,1,1,1,1,1,1, ,5, ,1,1,5,2,60441,7,1963,1, ,5,5,9,0,1,2,9,1,1
023875,3,1, , ,1,1,1,1,2,2,2,1,1,1,2,1,1, ,3,2, ,3,2, ,1,1,2,1,1,2,1,1,1,4,5,2,3,3,2, ,2,2,1,2,3,1,2,1,1,1,1,4,3,1,1,2,1,1,1,1,1,6,2,1,2,1,3, ,3,3,1, ,1,5,2,61401,10,1949,1, ,6,6,6,1,0,2,3,1,1
019056,3,2,1,1, ,1,1,2,2,2,3,1,1,1,9,4,2, ,1,1, ,1,1, ,9,2,9,3,2,2,3,1,9,9,3,1,2,9, ,1,1,1,1,1,2,2,9,2,1,2,1,2,1,1,1,1,2,4,2,3,1,4,3,2,4,2,4, , ,4, ,1,1,5,2,60452,7,1960,1, ,5,5,5,1,0,2,2,2,1
020693,3,2,1,1, ,1,1,3,1,1,3,1,3,2,8,1,1, ,3,2, ,3,2, ,1,1,2,1,1,2,2,2,3,4,5,1,2,2, ,1,1,8,1,1,3,2,2,2,1,1,1,2,1,3,2,1,2,1,2,3,2,3,2,1,1,1,1,1, ,4, ,1,1,5,2,62234,10,1949,1, ,5,5,6,1,0,2,3,1,1
029947,3,1, , ,1,1,2,2,2,1,2,1,1,1,2,9,9, ,6,3, ,2,1, ,2,2,2,2,1,2,2,1,2,8,9,1,2,2,2, ,2,1,1,2,2,2,1,2,1,2,1,4,3,2,1,1,1,1,3,3,2,4,2,1,3,1,1,1, ,4, ,1,1,5,2,62220,6,1965,1, ,6,6,3,0,1,3,1,1,1
026791,3,1, , ,1,1,1,2,2,2,3,1,1,1,1,9,9, ,1,1, ,9,9, ,2,1,2,3,2,2,1,2,3,2,3,1,2,2, ,1,1,1,1,2,2,2,9,3,2,3,2,2,1,1,1,1,2,2,2,3,1,6,4,3,4,2,3, ,3,1,1, ,1,2,1,62236,8,1957,1, ,5,5,3,1,0,2,1,2,1
028773,3,1, , ,1,1,2,2,2,2,5,3,2,2,2,9,9, ,9,9, ,9,9, ,9,9,1,9,1,9,3,2,4,8,9,1,2,2,1, ,1,1,2,2,2,3,9,3,2,3,2,4,3,5,3,2,2,3,3,1,1,3,4,3,4,2,3, ,9,3,1, ,1,5,2,62890,9,1953,1, ,5,5,8,0,1,2,9,2,1
025873,3,2,1,1, ,1,1,2,1,1,2,1,1,1,2,1,1, ,3,2, ,3,2, ,2,2,1,1,1,3,1,1,2,4,4,2,2,2,2, ,2,2,9,9,1,1,2,1,1,1,1,2,1,2,1,9,2,2,1,3,1,2,2,1,2,1,3, ,1,1,1, ,1,2,1,62454,13,1923,1, ,5,5,6,1,0,1,3,1,1
026586,3,2,1,1, ,1,1,2,2,2,4,1,1,1,2,4,2, ,1,1, ,1,1, ,4,1,4,4,2,4,1,1,3,1,2,1,4,3,1, ,1,1,1,1,2,2,2,2,1,2,1,4,3,1,1,1,2,1,3,3,1,6,4,3,5,3,1,2, ,5, ,1,1,5,2,62040,7,1962,1, ,5,5,5,1,0,2,2,3,1
027530,3,2,1,1, ,1,1,2,2,2,3,1,1,1,1,4,2, ,1,1, ,1,1, ,1,4,4,4,2,1,1,4,2,1,2,1,1,1,1, ,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,3,3,1,1,1,3,5,3,7,3,1,1, ,2,1, ,1,5,2,61880,6,1967,1, ,5,5,5,1,0,3,2,3,1
028639,3,1, , ,1,1,2,2,3,1,4,1,1,1,2,1,1, ,3,2, ,3,2, ,3,2,1,4,1,3,2,9,3,3,4,1,3,3, ,1,1,1,1,2,3,1,2,4,2,4,2,1,1,1,1,9,2,2,2,3,2,3,2,1,4,2,3, ,4,2,1, ,1,4,1,60911,10,1948,1, ,5,5,6,0,1,2,3,2,1
025148,2,1, , ,1,1,1,3,3,2,1,1,1,1,8,3,2, ,1,1, ,1,1, ,1,2,1,1,2,2,3,3,3,8,3,9,2,2, ,1,1,8,9,2,1,2,1,2,1,2,1,2,1,2,1,2,4,1,3,3,2,6,3,2,9,9,1,1, ,4, ,9,9, , ,60565,14,0,5, ,6,6,9,1,0,0,9,9,3
011118,2,2,1,1, ,1,1,2,2,2,3,1,1,1,2,1,1, ,5,3, ,3,2, ,1,1,1,2,1,1,1,1,1,8,9,2,1,2,9, ,9,2,2,2,2,2,2,3,2,3,2,2,1,2,1,2,2,2,3,3,1,3,4,3,2,1,2,4, ,3,1, ,1,2,1,60429,6,1967,2, ,1,1,3,1,0,3,1,1,2
030005,2,1, , ,1,1,1,1,2,1,2,1,1,1,8,9,9, ,1,1, ,3,2, ,2,2,3,2,3,3,1,2,3,4,5,1,3,3, ,2,2,8,1,3,3,2,2,3,2,2,1,1,1,1,1,2,2,1,3,3,1,6,3,2,1,1,1,3, ,4, ,1,1,5,2,60558,14,0,7, ,5,5,9,1,0,0,9,1,7
028282,3,1, , ,1,1,2,2,2,1,3,1,1,1,1,4,2, ,1,1, ,1,1, ,2,1,2,4,1,2,3,2,3,2,2,2,2,2, ,1,1,1,1,2,3,2,2,3,2,3,2,4,3,2,1,1,2,3,2,3,1,4,5,3,5,3,1,1, ,2,1, ,1,5,2,61074,6,1968,1, ,5,5,4,0,1,3,2,3,1
029846,3,1, , ,1,1,2,2,2,1,3,1,1,1,1,4,2, ,9,9, ,1,1, ,2,2,9,4,1,9,1,4,9,2,9,2,2,2, ,1,1,1,1,2,2,3,2,1,1,2,1,2,1,1,1,9,3,3,3,2,1,4,5,3,9,9,3, ,3,1,1, ,1,2,1,62859,13,1933,1, ,5,5,9,0,1,1,9,9,1
018332,3,1, , ,1,1,1,1,2,1,2,1,1,1,1,4,2, ,1,1, ,1,1, ,4,1,1,4,2,1,1,1,4,3,1,1,1,1, ,1,1,1,1,1,2,2,1,2,1,2,1,1,1,1,1,9,2,2,2,2,2,6,3,2,5,3,1,4, ,3,2, ,2, , ,62881,11,1941,3, ,5,5,4,1,0,1,2,3,3
026488,2,1, , ,1,1,1,3,2,1,2,1,1,1,2,3,2, ,1,1, ,4,2, ,1,1,2,1,1,3,2,2,4,8,5,1,1,1,2, ,2,2,1,1,2,1,2,2,1,1,1,1,1,1,1,2,1,1,3,3,4,5,4,3,6,3,1,4, ,3,2, ,2, , ,60558,6,1969,1, ,5,5,3,1,0,3,1,3,1
025299,2,1, , ,1,1,2,2,2,1,2,1,1,1,2,4,2, ,1,1, ,9,9, ,3,2,2,2,2,2,1,1,1,2,3,1,1,3,1, ,1,1,1,2,3,2,1,2,1,2,1,1,1,2,1,2,2,2,2,2,1,5,4,3,4,2,2,1, ,4, ,1,1,5,2,60193,5,1972,1, ,5,5,6,0,1,3,3,2,1
029060,2,1, , ,1,1,2,1,1,1,1,1,1,1,8,1,1, ,1,1, ,3,2, ,2,9,3,2,2,2,1,3,3,4,5,2,3,3, ,2,2,2,1,2,2,1,1,2,1,2,1,9,9,1,1,2,1,1,1,1,3,6,3,2,1,1,1,2, ,1,1, ,1,5,2,60613,7,1960,1, ,6,6,6,0,1,2,3,1,1
029350,3,1, , ,1,1,2,1,2,1,2,1,1,1,2,1,1, ,3,2, ,3,2, ,1,1,1,3,1,9,1,1,1,4,5,1,1,1,2, ,2,2,9,2,1,3,1,1,1,1,1,1,1,1,1,2,2,2,3,3,1,2,3,2,1,1,3, ,1,1,1, ,1,5,2,60548,11,1940,1, ,5,5,9,0,1,1,9,1,1
028025,3,1, , ,1,1,2,1,2,1,2,1,1,1,2,1,1, ,3,2, ,3,2, ,1,2,1,1,1,3,2,3,4,3,5,2,3,3, ,2,2,2,2,3,2,1,1,2,1,2,1,2,1,2,1,2,2,2,3,1,1,6,3,2,1,1,3, ,3,1,2, ,2, , ,29011,2,1989,2, ,6,6,9,0,1,4,9,1,2
027626,3,1, , ,1,1,2,2,2,2,4,1,1,1,2,9,9, ,8,9,THINKING ABOUT PUTTING MY OWN NAME DOWN,6,3, ,2,1,1,3,1,4,2,4,4,8,3,2,4,4,2, ,2,2,1,1,2,2,1,9,9,9,9,9,9,2,1,2,1,1,3,2,1,3,9,9,9,9,3, ,3,4, ,1,1,5,2,61264,10,1949,1, ,6,6,3,0,1,2,1,9,1
028583,3,1, , ,1,1,1,2,2,2,4,1,1,1,2,4,2, ,1,1, ,1,1, ,3,4,3,2,1,2,2,1,2,8,9,4,4,4, ,1,1,1,1,1,3,2,9,3,2,2,1,2,1,1,1,1,2,2,2,3,1,3,5,3,3,1,1,1, ,3,1, ,1,5,2,61360,6,1966,1, ,5,5,9,1,0,3,9,1,1
029542,3,1, , ,1,1,2,3,1,1,3,1,1,1,9,1,1, ,9,9, ,9,9, ,9,9,1,9,1,9,3,9,9,8,9,9,9,9, ,1,1,2,9,9,5,3,1,2,1,2,1,3,2,9,9,9,1,4,3,9,1,2,9,9,9,9,3, ,1,1,1, ,1,2,1,99999,13,1925,2, ,6,6,9,0,1,1,9,9,2
025810,2,1, , ,1,1,2,2,3,3,2,1,1,1,2,4,2, ,1,1, ,1,1, ,9,9,2,3,3,9,3,3,3,4,4,2,1,2,2, ,2,2,9,9,3,2,1,2,1,2,1,9,9,2,1,1,3,2,2,3,1,2,4,3,6,3,3, ,1,1,1, ,1,5,2,60004,13,1922,1, ,5,5,9,0,1,1,9,3,1
029868,2,1, , ,1,1,2,2,3,1,2,1,3,2,2,1,1, ,9,9, ,3,2, ,1,2,1,1,1,2,3,9,2,8,9,2,2,3,2, ,2,8,2,2,5,2,1,1,1,1,1,9,9,2,1,2,4,1,2,1,1,3,9,9,2,1,4, , ,4, ,1,1,2,1,60139,8,1956,1, ,6,6,1,0,1,2,1,1,1
029795,3,1, , ,1,1,2,1,2,1,2,1,1,1,2,1,1, ,1,1, ,3,2, ,1,9,1,1,1,2,1,1,2,4,5,1,1,1,2, ,2,2,9,3,3,1,1,1,1,1,1,4,3,2,1,2,1,1,1,1,3,6,2,1,3,1,1,3, ,5, ,2,2, , ,62704,7,1964,1, ,5,5,9,0,1,2,9,1,1
025502,2,1, , ,1,1,1,2,2,2,3,1,1,1,1,4,2, ,1,1, ,1,1, ,2,2,4,1,2,1,1,4,3,8,2,1,1,1, ,2,2,1,1,1,3,2,2,1,1,1,1,2,1,1,1,1,2,2,3,2,1,3,4,3,6,3,3, ,3,4, ,1,1,5,2,60638,10,1948,1, ,4,4,5,1,0,2,2,3,1
026331,2,1, , ,1,1,1,2,2,1,2,1,1,1,1,4,2, ,1,1, ,1,1, ,4,1,4,4,2,1,1,1,4,1,1,4,4,4,1, ,1,1,9,2,2,3,2,4,2,4,2,2,1,1,1,1,3,3,3,1,1,2,4,3,5,3,3, ,1,3,1, ,1,5,2,60633,13,1934,6,IRISH,4,4,9,1,0,1,9,3,3
028962,2,1, , ,1,1,1,1,1,1,2,1,1,1,2,2,1, ,3,2, ,3,2, ,1,1,1,1,1,2,1,2,2,8,5,1,1,2,1, ,1,1,1,1,4,2,1,2,1,2,1,3,2,1,1,1,1,1,3,3,1,4,1,1,1,1,1,1, ,4, ,1,1,5,2,60462,7,1962,1, ,2,2,2,1,0,2,1,1,1
020460,3,1, , ,1,1,2,2,2,2,3,3,1,2,8,4,2, ,1,1, ,1,1, ,2,2,1,2,2,2,1,9,3,8,9,2,4,4,9, ,9,2,1,3,2,2,2,5,2,5,2,9,9,5,3,9,3,4,2,3,4,1,9,9,7,3,3, ,9,5, ,2,2, , ,62237,14,0,1, ,5,5,9,0,1,0,9,3,1
024125,2,2,1,1, ,1,2,3,1,1,4,1,1,1,2,1,1, ,3,2, ,3,2, ,3,3,3,2,2,3,2,3,3,8,1,3,4,4, ,2,2,2,1,2,2,2,9,5,2,5,2,2,1,5,3,2,1,3,3,3,4,3,3,2,1,1,2,1, ,3,1, ,1,5,2,60628,4,1979,2, ,1,1,2,0,1,3,1,1,2
014520,1,2,1,1, ,1,1,1,1,2,4,1,2,2,8,1,1, ,3,2, ,3,2, ,2,2,2,3,1,2,2,2,2,8,1,2,3,3, ,2,2,8,1,3,2,2,1,2,1,2,1,2,1,4,3,2,2,2,2,3,1,6,4,3,2,1,1,1, ,1,1, ,1,1,1,60620,7,1964,2, ,1,1,4,1,0,2,2,1,2
029891,3,1, , ,1,1,2,2,3,3,1,1,1,1,2,1,1, ,3,2, ,3,2, ,2,2,3,1,1,1,1,1,2,4,5,4,1,1, ,1,1,1,1,1,3,1,9,2,1,1,1,1,1,1,1,1,2,1,1,2,1,4,2,1,1,1,1,1, ,5, ,3,3, , ,62264,5,1972,1, ,5,5,4,0,1,3,2,1,1
025445,2,2,1,1, ,1,1,3,3,3,3,1,2,2,8,1,1, ,3,2, ,3,2, ,2,3,2,2,1,2,2,1,3,4,1,9,3,3, ,2,2,2,1,9,3,2,1,1,1,1,1,2,1,2,1,2,2,1,2,2,2,5,2,1,1,1,1,1, ,4, ,2,2, , ,60065,7,1964,1, ,5,5,6,1,0,2,3,1,1
026171,2,2,1,1, ,1,1,3,2,2,3,2,1,2,2,1,1, ,3,2, ,3,2, ,4,4,1,1,1,2,1,2,2,8,4,4,1,1,1, ,1,2,1,4,1,2,1,5,2,5,2,4,3,5,3,2,2,3,3,1,2,3,3,2,2,1,4, , ,3,1, ,1,5,2,60406,1,1994,2, ,1,1,9,1,0,4,9,1,2
029642,2,2,1,1, ,1,2,1,1,1,2,1,1,1,8,9,9, ,3,2, ,3,2, ,1,1,1,1,1,1,1,1,2,3,4,1,1,1,2, ,2,8,1,2,2,2,1,1,1,1,1,2,1,1,1,2,1,1,3,3,1,2,3,2,2,1,4, , ,3,1, ,1,5,2,60540,8,1957,1, ,5,5,6,0,1,2,3,1,1
030083,3,1, , ,1,1,2,2,2,1,3,2,1,2,2,2,1, ,9,9, ,3,2, ,4,4,1,9,1,2,3,1,2,8,5,2,3,3,1, ,1,8,1,2,2,2,1,2,1,2,1,2,1,2,1,9,2,1,2,3,1,2,3,2,2,1,3, ,1,4, ,1,1,5,2,60952,12,1935,1, ,5,5,4,0,1,1,2,1,1
024913,2,2,1,1, ,1,1,2,2,2,3,1,1,1,1,3,2, ,5,3, ,3,2, ,1,1,2,1,1,2,1,1,4,3,4,3,1,1, ,2,2,1,1,2,4,2,2,2,1,3,2,5,3,2,1,1,1,1,3,1,2,5,2,1,5,3,1,3, ,5, ,2,2, , ,60629,3,1980,6,CUBAN AND AFRICAN AMERICAN,6,6,6,1,0,3,3,3,3
027037,2,2,1,1, ,1,1,2,2,1,2,3,1,2,9,4,2, ,2,1, ,9,9, ,4,1,1,1,1,4,2,1,2,8,1,1,4,1, ,2,2,9,2,3,2,2,2,5,2,2,1,5,3,1,1,9,2,1,3,1,2,2,3,2,6,3,1,9, ,3,2, ,2, , ,60090,1,1991,4, ,5,5,2,1,0,4,1,3,3
030280,2,2,1,1, ,1,1,3,1,1,3,1,1,1,8,9,9, ,9,9, ,9,9, ,9,9,2,1,1,1,1,1,2,8,9,3,1,2,1, ,1,8,2,4,3,3,1,5,2,9,9,1,1,4,3,2,4,1,3,1,4,6,9,9,4,2,1,2, ,5, ,3,3, , ,64649,5,1974,2, ,1,1,7,1,0,3,4,2,2
028054,3,1, , ,1,1,2,2,2,2,3,1,3,2,1,4,2, ,1,1, ,1,1, ,2,1,4,4,2,1,1,4,4,1,2,4,4,4, ,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,2,2,2,2,1,4,4,3,7,3,2,2, ,3,1, ,1,5,2,62644,10,1947,1, ,5,5,3,0,1,2,1,3,1
028764,3,1, , ,1,1,2,2,2,2,3,1,1,1,1,4,2, ,1,1, ,1,1, ,2,9,2,9,3,9,1,9,9,2,9,2,3,3, ,1,1,9,2,9,2,3,1,4,2,9,9,4,3,5,3,2,4,4,2,2,1,2,4,3,5,3,3, ,1,4, ,1,1,5,2,62948,10,1948,1, ,9,9,9,0,1,2,9,3,1
025480,2,1, , ,1,1,2,2,2,2,3,1,1,1,2,9,9, ,9,9, ,3,2, ,4,1,9,1,1,2,1,1,4,3,5,1,2,3, ,1,1,1,1,1,4,2,2,4,2,5,2,2,1,4,3,1,1,1,3,1,1,4,3,2,9,9,1,4, ,4, ,3,3, , ,60633,6,1969,1, ,4,4,6,0,1,3,3,9,1
026005,2,1, , ,1,1,2,1,2,1,2,1,2,2,2,1,1, ,1,1, ,1,1, ,2,2,2,3,1,3,1,2,3,4,5,1,2,2,2, ,2,2,1,2,1,2,2,2,1,1,1,1,1,1,1,1,3,1,3,3,1,2,4,3,4,2,3, ,1,1,1, ,1,5,2,60463,10,1946,1, ,5,5,2,0,1,1,1,2,1
026384,2,1, , ,1,1,1,1,1,1,2,1,1,1,2,1,1, ,3,2, ,3,2, ,2,2,2,2,1,2,1,2,2,4,5,2,2,2,2, ,2,2,1,2,1,1,1,1,1,2,1,2,1,2,1,2,1,1,1,1,1,5,1,1,1,1,1,1, ,5, ,3,3, , ,60417,2,1986,4, ,3,3,2,1,0,4,1,1,3
027284,2,1, , ,1,1,2,1,1,1,2,1,1,1,1,1,1, ,3,2, ,3,2, ,2,9,2,2,1,3,1,2,3,4,5,3,1,1, ,2,2,8,1,1,3,2,2,2,1,1,1,3,2,1,1,1,1,1,2,3,2,2,1,1,1,1,1,1, ,5, ,1,1,5,2,60477,7,1960,1, ,5,5,5,0,1,2,2,1,1
027907,2,1, , ,1,1,2,2,2,1,4,1,1,1,1,4,2, ,1,1, ,1,1, ,3,2,3,4,2,1,1,1,1,8,4,2,1,1, ,1,1,1,1,1,2,2,2,4,2,1,1,2,1,1,1,1,2,1,2,2,1,6,3,2,4,2,4, , ,4, ,1,1,5,2,60302,9,1952,1, ,6,6,5,0,1,2,2,2,1
027661,3,1, , ,1,1,2,2,2,1,3,1,1,1,9,4,2, ,1,1, ,9,9, ,1,9,1,4,2,9,1,4,4,8,9,1,1,1,2, ,2,1,1,1,1,2,2,1,1,1,1,2,1,4,3,2,3,2,3,3,1,5,5,3,6,3,3, ,3,1,1, ,1,1,1,62644,12,1935,1, ,5,5,4,0,1,1,2,3,1
028495,3,1, , ,1,1,2,1,1,1,3,1,1,1,8,1,1, ,3,2, ,3,2, ,2,2,1,2,1,2,1,2,2,3,5,2,9,3, ,2,2,2,2,3,1,2,1,2,1,2,1,2,1,5,3,2,1,1,1,1,1,2,2,1,1,1,3, ,9,5, ,1,1,5,2,61401,12,1939,1, ,9,9,1,0,1,1,1,1,1
029691,3,1, , ,1,1,1,2,2,1,2,1,1,1,1,4,2, ,1,1, ,1,1, ,4,1,4,4,2,1,1,1,1,1,1,1,1,1, ,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,3,3,2,2,1,6,3,2,6,3,1,1, ,3,1, ,1,5,2,60423,9,1953,2, ,1,1,1,1,0,2,1,3,2
027835,3,1, , ,1,1,2,2,2,2,4,1,1,1,8,4,2, ,9,9, ,9,9, ,2,2,2,3,1,2,3,3,3,8,3,2,3,4, ,1,1,1,1,2,3,2,2,2,1,9,9,9,9,1,1,1,2,3,3,3,1,4,3,2,7,3,4, , ,2,1, ,1,5,2,62838,6,1966,1, ,5,5,2,0,1,3,1,3,1
025118,2,2,1,1, ,1,1,2,2,1,1,3,1,2,2,1,1, ,5,3, ,3,2, ,1,1,1,1,1,2,1,1,1,4,5,1,2,2,2, ,2,2,2,3,1,1,1,2,1,2,1,4,3,4,3,2,1,1,3,1,4,5,1,1,3,1,1,1, ,5, ,3,3, , ,60202,1,1990,1, ,5,5,5,1,0,4,2,1,1
028455,3,1, , ,1,1,2,2,2,2,2,1,1,1,2,2,1, ,4,2, ,3,2, ,1,9,1,1,1,2,1,3,2,8,9,1,2,3, ,2,2,2,2,2,2,1,1,3,2,3,2,4,3,9,9,2,2,1,3,3,1,3,2,1,2,1,3, ,9,9, ,1,1,9,3,61604,10,1948,1, ,2,2,9,0,1,2,9,1,1
026814,1,1, , ,1,1,2,1,1,1,1,1,1,1,2,1,1, ,3,2, ,3,2, ,4,1,1,1,2,2,2,4,1,4,5,4,4,4, ,2,2,2,1,1,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3, ,2,3,1, ,1,5,2,60608,9,1951,2, ,1,1,2,0,1,2,1,1,2
023676,2,2,1,1, ,1,1,2,2,2,2,1,1,1,8,3,2, ,9,9, ,3,2, ,2,1,1,2,1,9,1,4,4,8,3,1,1,1, ,1,1,2,1,1,3,2,1,2,1,2,1,2,1,2,1,1,1,1,2,3,1,3,2,1,6,3,3, ,1,4, ,1,1,5,2,60452,9,1954,1, ,5,5,7,1,0,2,4,3,1
027902,2,2,1,1, ,1,1,1,1,1,3,1,1,1,2,1,1, ,3,2, ,1,1, ,2,9,2,2,1,1,1,1,3,2,2,1,2,3,1, ,1,1,1,2,1,1,2,3,2,1,1,1,1,1,1,2,2,1,3,3,1,4,3,2,2,1,3, ,3,4, ,1,1,5,2,60002,10,1948,1, ,5,5,6,1,0,2,3,1,1
028472,2,2,1,1, ,1,1,2,3,3,2,2,1,2,8,4,2, ,1,1, ,1,1, ,9,9,3,9,2,2,3,9,3,2,3,9,2,2,1, ,1,1,2,2,3,2,2,2,1,2,1,9,9,9,9,1,4,1,3,3,4,5,4,3,7,3,1,1, ,4, ,1,1,5,2,60069,2,1989,1, ,5,5,5,1,0,4,2,3,1
022041,1,1, , ,1,1,1,2,2,1,1,2,1,2,2,3,2, ,1,1, ,1,1, ,4,2,2,3,2,1,1,2,1,1,2,1,1,3,1, ,1,2,1,2,3,2,1,1,1,1,1,9,9,2,1,2,2,2,3,3,2,6,4,3,6,3,3, ,3,5, ,1,1,5,2,60611,7,1962,1, ,5,5,5,1,0,2,2,3,1
025868,2,1, , ,1,1,2,3,3,1,3,1,1,1,1,1,1, ,5,3, ,3,2, ,4,2,1,1,1,2,1,2,2,4,5,1,1,2,2, ,2,8,1,2,1,1,2,2,1,2,1,9,9,1,1,2,1,1,3,3,1,3,2,1,1,1,3, ,1,2,1, ,1,5,2,60646,11,1940,1, ,5,5,9,0,1,1,9,1,1
015696,2,1, , ,1,1,2,1,2,1,3,2,1,2,1,1,1, ,1,1, ,9,9, ,2,3,1,1,1,2,1,2,1,8,4,2,4,2,1, ,1,2,1,2,4,3,1,2,1,3,2,2,1,2,1,2,1,1,3,3,1,2,9,9,1,1,4, , ,9, ,1,1,8, ,60620,14,0,2, ,1,1,9,0,1,0,9,1,2
028230,3,1, , ,1,1,2,2,2,1,3,1,1,1,1,4,2, ,1,1, ,1,1, ,4,4,4,4,2,1,1,1,3,1,3,1,3,4, ,1,1,1,1,1,2,2,2,1,1,2,1,1,1,1,1,2,2,2,3,3,1,3,4,3,7,3,1,1, ,4, ,1,1,5,2,60051,7,1964,1, ,5,5,5,0,1,2,2,3,1
027923,3,1, , ,1,1,2,3,3,1,2,1,2,2,1,9,9, ,9,9, ,2,1, ,2,9,2,2,1,2,2,9,3,8,9,1,2,2,2, ,2,2,1,9,2,3,1,2,1,1,1,9,9,1,1,2,2,1,1,3,1,5,4,3,6,3,3, ,1,3,1, ,1,8, ,60098,13,1921,1, ,5,5,1,0,1,1,1,3,1
027649,3,1, , ,1,1,1,2,2,1,2,1,1,1,2,4,2, ,2,1, ,5,3, ,1,9,2,9,2,2,1,1,1,3,2,3,4,4,1, ,1,2,1,1,2,1,2,1,1,1,1,5,3,3,2,2,1,1,1,1,2,1,5,3,2,1,3, ,1,4, ,3,3, , ,61739,10,1946,1, ,5,5,2,1,0,1,1,1,1
029422,3,1, , ,1,1,1,2,2,1,2,1,1,1,2,9,9, ,2,1, ,9,9, ,2,1,1,1,2,1,1,1,2,8,3,1,2,2, ,2,2,8,1,1,3,2,1,2,1,1,1,1,1,1,1,2,1,1,3,3,2,3,3,2,4,2,3, ,1,4, ,1,1,5,2,60447,9,1954,1, ,6,6,4,1,0,2,2,2,1
030844,1,1, , ,1,1,1,1,2,3,1,1,1,1,2,1,1, ,3,2, ,3,2, ,2,4,1,1,2,1,2,1,3,8,9,9,4,4,2, ,2,2,2,3,2,2,2,4,2,4,2,5,3,2,1,1,2,3,1,3,1,2,5,3,1,1,3, ,1,1,1, ,1,2,1,60612,11,1943,2, ,2,2,2,1,0,1,1,1,2
032232,1,1, , ,1,1,1,2,2,2,3,1,1,1,1,4,2, ,1,1, ,1,1, ,3,9,4,4,2,4,1,4,4,8,1,1,4,9, ,1,1,1,9,1,2,2,2,3,2,2,1,9,9,1,1,9,2,1,3,3,3,5,5,3,7,3,3, ,1,3,1, ,1,5,2,60610,12,1939,1, ,5,5,6,1,0,1,3,3,1
031763,2,2,1,1, ,1,1,2,2,2,2,1,1,1,1,4,2, ,1,1, ,1,1, ,3,1,4,4,2,3,1,3,3,1,2,2,2,3,1, ,1,1,1,1,3,2,2,1,1,1,1,1,1,1,1,1,3,3,3,3,2,3,5,3,2,1,3, ,1,3,1, ,1,5,2,60448,10,1948,1, ,5,5,6,1,0,2,3,1,1
